gameid,side,result,teamname,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,goldat10,xpat10,csat10,goldat20,xpat20,csat20,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,goldat15,xpat15,csat15,firsttower,firstdragon,firstherald,firstblood,turretplates
LOLTMNT02_263335,Blue,0,DRX Academy,-1609.0,-973.0,-55.0,3.0,2.0,4.0,15105.0,18361.0,268.0,34281.0,43050.0,598.0,-1968.0,156.0,-75.0,6.0,5.0,7.0,23777.0,30580.0,440.0,0.0,0.0,1.0,0.0,1.0
LOLTMNT02_263335,Red,1,Dplus KIA Youth,1609.0,973.0,55.0,4.0,2.0,3.0,16714.0,19334.0,323.0,35865.0,42893.0,685.0,1968.0,-156.0,75.0,7.0,6.0,6.0,25745.0,30424.0,515.0,1.0,1.0,0.0,1.0,6.0
LOLTMNT02_264212,Blue,1,KT Rolster Academy,-299.0,-122.0,24.0,3.0,3.0,5.0,16311.0,19523.0,342.0,40734.0,48044.0,706.0,4538.0,5096.0,78.0,11.0,17.0,8.0,29317.0,33783.0,524.0,1.0,1.0,0.0,0.0,6.0
LOLTMNT02_264212,Red,0,BNK FEARX Academy,299.0,122.0,-24.0,5.0,3.0,3.0,16610.0,19645.0,318.0,34698.0,40698.0,608.0,-4538.0,-5096.0,-78.0,8.0,7.0,11.0,24779.0,28687.0,446.0,0.0,0.0,1.0,1.0,7.0
LOLTMNT02_263346,Blue,1,Nongshim RedForce Academy,2114.0,1253.0,3.0,8.0,8.0,2.0,18013.0,19652.0,321.0,38577.0,45913.0,702.0,4517.0,3300.0,28.0,12.0,17.0,3.0,28085.0,32220.0,523.0,1.0,1.0,1.0,1.0,3.0
LOLTMNT02_263346,Red,0,Hanwha Life Esports Academy,-2114.0,-1253.0,-3.0,2.0,2.0,8.0,15899.0,18399.0,318.0,33795.0,43535.0,691.0,-4517.0,-3300.0,-28.0,3.0,3.0,12.0,23568.0,28920.0,495.0,0.0,0.0,0.0,0.0,1.0
LOLTMNT02_263347,Blue,1,Nongshim RedForce,-747.0,-4.0,4.0,1.0,2.0,2.0,15288.0,18689.0,329.0,33394.0,43479.0,720.0,-1162.0,-251.0,-2.0,1.0,2.0,2.0,23001.0,30027.0,529.0,0.0,0.0,1.0,1.0,4.0
LOLTMNT02_263347,Red,0,DN Freecs,747.0,4.0,-4.0,2.0,5.0,1.0,16035.0,18693.0,325.0,32431.0,41488.0,724.0,1162.0,251.0,2.0,2.0,5.0,1.0,24163.0,30278.0,531.0,1.0,1.0,0.0,0.0,5.0
LOLTMNT02_264218,Blue,0,Spirit Quartz Gaming,1638.0,-663.0,-57.0,7.0,8.0,0.0,16760.0,18259.0,273.0,30892.0,36455.0,578.0,785.0,-2055.0,-61.0,7.0,8.0,1.0,24339.0,29160.0,466.0,0.0,0.0,0.0,1.0,4.0
LOLTMNT02_264218,Red,1,Deltan Gaming,-1638.0,663.0,57.0,0.0,0.0,7.0,15122.0,18922.0,330.0,32455.0,41519.0,655.0,-785.0,2055.0,61.0,1.0,1.0,7.0,23554.0,31215.0,527.0,1.0,1.0,1.0,0.0,5.0
LOLTMNT02_264222,Blue,0,V3 Esports,-2539.0,-1418.0,-34.0,1.0,3.0,4.0,14838.0,18532.0,304.0,32571.0,40657.0,595.0,-2747.0,-2394.0,-93.0,5.0,10.0,7.0,24877.0,29775.0,453.0,1.0,0.0,0.0,0.0,6.0
LOLTMNT02_264222,Red,1,Dream in 24,2539.0,1418.0,34.0,4.0,4.0,1.0,17377.0,19950.0,338.0,38872.0,47289.0,733.0,2747.0,2394.0,93.0,6.0,6.0,5.0,27624.0,32169.0,546.0,0.0,1.0,1.0,1.0,7.0
LOLTMNT02_263355,Blue,1,Radical Pop Gaming,-1789.0,-745.0,1.0,1.0,2.0,5.0,14735.0,17461.0,290.0,34073.0,42854.0,634.0,-1687.0,-892.0,-8.0,2.0,4.0,5.0,22318.0,28550.0,470.0,1.0,1.0,0.0,1.0,1.0
LOLTMNT02_263355,Red,0,VelbeliKaizokudan,1789.0,745.0,-1.0,5.0,13.0,1.0,16524.0,18206.0,289.0,32421.0,39739.0,611.0,1687.0,892.0,8.0,5.0,13.0,2.0,24005.0,29442.0,478.0,0.0,0.0,1.0,0.0,3.0
LOLTMNT02_263350,Blue,1,Yang Yang Gaming,2316.0,2086.0,22.0,8.0,13.0,3.0,18277.0,20324.0,325.0,39688.0,46815.0,715.0,4631.0,3508.0,55.0,13.0,21.0,5.0,29029.0,33173.0,528.0,1.0,1.0,0.0,1.0,8.0
LOLTMNT02_263350,Red,0,BraVeLY,-2316.0,-2086.0,-22.0,3.0,3.0,8.0,15961.0,18238.0,303.0,34192.0,43105.0,653.0,-4631.0,-3508.0,-55.0,5.0,5.0,13.0,24398.0,29665.0,473.0,0.0,0.0,1.0,0.0,4.0
LOLTMNT02_264220,Blue,0,Hands,-2265.0,-2511.0,-52.0,1.0,2.0,4.0,14327.0,16516.0,270.0,30656.0,38191.0,563.0,-4435.0,-3316.0,-96.0,3.0,4.0,7.0,22132.0,28016.0,441.0,0.0,0.0,0.0,0.0,2.0
LOLTMNT02_264220,Red,1,Vortex (Japanese Team),2265.0,2511.0,52.0,4.0,5.0,1.0,16592.0,19027.0,322.0,37864.0,45098.0,674.0,4435.0,3316.0,96.0,7.0,6.0,4.0,26567.0,31332.0,537.0,1.0,1.0,1.0,1.0,8.0
LOLTMNT02_264232,Blue,1,VARREL YOUTH,2139.0,1445.0,21.0,8.0,9.0,3.0,18568.0,20273.0,342.0,39914.0,47497.0,728.0,6585.0,4794.0,29.0,16.0,16.0,4.0,30726.0,33924.0,525.0,1.0,0.0,0.0,1.0,7.0
LOLTMNT02_264232,Red,0,Bamboo Juice,-2139.0,-1445.0,-21.0,3.0,3.0,8.0,16429.0,18828.0,321.0,34839.0,42200.0,674.0,-6585.0,-4794.0,-29.0,4.0,4.0,16.0,24141.0,29130.0,496.0,0.0,1.0,1.0,0.0,1.0
LOLTMNT02_263361,Blue,0,Hanwha Life Esports Academy,785.0,288.0,12.0,5.0,9.0,5.0,17451.0,18558.0,319.0,40250.0,41896.0,619.0,2177.0,854.0,10.0,12.0,18.0,10.0,28411.0,31444.0,494.0,1.0,0.0,0.0,1.0,5.0
LOLTMNT02_263361,Red,1,Nongshim RedForce Academy,-785.0,-288.0,-12.0,5.0,8.0,5.0,16666.0,18270.0,307.0,38264.0,42265.0,586.0,-2177.0,-854.0,-10.0,10.0,17.0,12.0,26234.0,30590.0,484.0,0.0,1.0,1.0,0.0,3.0
LOLTMNT02_264245,Blue,0,Bamboo Juice,552.0,-1019.0,-27.0,6.0,6.0,3.0,16489.0,18007.0,284.0,39844.0,44193.0,584.0,-652.0,-1288.0,-24.0,12.0,16.0,11.0,27081.0,29975.0,446.0,0.0,0.0,1.0,1.0,6.0
LOLTMNT02_264245,Red,1,Clocks,-552.0,1019.0,27.0,3.0,2.0,6.0,15937.0,19026.0,311.0,35876.0,41569.0,606.0,652.0,1288.0,24.0,11.0,18.0,12.0,27733.0,31263.0,470.0,1.0,1.0,0.0,0.0,6.0
LOLTMNT02_263371,Blue,1,Vortex (Japanese Team),-230.0,-161.0,-3.0,1.0,1.0,1.0,14472.0,18644.0,296.0,35648.0,41651.0,583.0,114.0,-561.0,13.0,4.0,6.0,5.0,23702.0,29177.0,474.0,1.0,1.0,1.0,1.0,2.0
LOLTMNT02_263371,Red,0,BraVeLY,230.0,161.0,3.0,1.0,1.0,1.0,14702.0,18805.0,299.0,32305.0,38166.0,555.0,-114.0,561.0,-13.0,5.0,5.0,4.0,23588.0,29738.0,461.0,0.0,0.0,0.0,0.0,2.0
LOLTMNT02_264246,Blue,1,Yang Yang Gaming,-213.0,-529.0,2.0,5.0,6.0,4.0,16146.0,16933.0,285.0,37241.0,43916.0,643.0,226.0,-425.0,-11.0,8.0,10.0,5.0,25443.0,29226.0,473.0,1.0,1.0,1.0,0.0,3.0
LOLTMNT02_264246,Red,0,VARREL YOUTH,213.0,529.0,-2.0,4.0,9.0,5.0,16359.0,17462.0,283.0,33902.0,41532.0,661.0,-226.0,425.0,11.0,5.0,12.0,8.0,25217.0,29651.0,484.0,0.0,0.0,0.0,1.0,4.0
LOLTMNT02_263369,Blue,1,DN Freecs,548.0,-185.0,7.0,4.0,6.0,3.0,16666.0,18801.0,328.0,36320.0,44578.0,746.0,1726.0,1054.0,27.0,5.0,7.0,3.0,25566.0,31636.0,555.0,1.0,1.0,1.0,1.0,3.0
LOLTMNT02_263369,Red,0,Nongshim RedForce,-548.0,185.0,-7.0,3.0,5.0,4.0,16118.0,18986.0,321.0,31997.0,40794.0,677.0,-1726.0,-1054.0,-27.0,3.0,5.0,5.0,23840.0,30582.0,528.0,0.0,0.0,0.0,0.0,1.0
LOLTMNT02_264249,Blue,0,VelbeliKaizokudan,-1075.0,-562.0,-27.0,1.0,0.0,2.0,14546.0,17847.0,298.0,32071.0,41417.0,612.0,-2940.0,-1619.0,-30.0,3.0,2.0,7.0,23062.0,28697.0,468.0,0.0,0.0,0.0,0.0,3.0
LOLTMNT02_264249,Red,1,Deltan Gaming,1075.0,562.0,27.0,2.0,1.0,1.0,15621.0,18409.0,325.0,38291.0,42603.0,681.0,2940.0,1619.0,30.0,7.0,6.0,3.0,26002.0,30316.0,498.0,1.0,1.0,1.0,1.0,4.0
LOLTMNT02_264250,Blue,1,Spirit Quartz Gaming,-379.0,-1416.0,12.0,2.0,3.0,3.0,15013.0,16791.0,290.0,33436.0,39545.0,600.0,487.0,-302.0,10.0,7.0,9.0,4.0,24135.0,27886.0,444.0,0.0,0.0,0.0,1.0,6.0
LOLTMNT02_264250,Red,0,V3 Esports,379.0,1416.0,-12.0,3.0,4.0,2.0,15392.0,18207.0,278.0,31450.0,38703.0,577.0,-487.0,302.0,-10.0,4.0,6.0,7.0,23648.0,28188.0,434.0,1.0,1.0,1.0,0.0,8.0
LOLTMNT02_264247,Blue,1,Dream in 24,6573.0,4057.0,90.0,18.0,22.0,5.0,22123.0,20041.0,316.0,46526.0,47536.0,653.0,7497.0,3580.0,123.0,24.0,26.0,11.0,33635.0,32846.0,502.0,1.0,1.0,1.0,1.0,12.0
LOLTMNT02_264247,Red,0,Kareha Children,-6573.0,-4057.0,-90.0,5.0,9.0,18.0,15550.0,15984.0,226.0,33750.0,39247.0,500.0,-7497.0,-3580.0,-123.0,10.0,18.0,24.0,26138.0,29266.0,379.0,0.0,0.0,0.0,0.0,4.0
LOLTMNT02_263396,Blue,0,Nongshim RedForce,-333.0,-865.0,-18.0,0.0,0.0,0.0,15323.0,19110.0,347.0,29958.0,39628.0,698.0,-2692.0,-1712.0,-55.0,0.0,0.0,1.0,22269.0,29244.0,519.0,0.0,0.0,0.0,0.0,1.0
LOLTMNT02_263396,Red,1,DN Freecs,333.0,865.0,18.0,0.0,0.0,0.0,15656.0,19975.0,365.0,34113.0,43747.0,767.0,2692.0,1712.0,55.0,1.0,2.0,0.0,24961.0,30956.0,574.0,1.0,1.0,1.0,1.0,4.0
LOLTMNT02_264265,Blue,0,Vortex (Japanese Team),882.0,-553.0,-26.0,3.0,6.0,0.0,15870.0,19030.0,309.0,31995.0,41766.0,659.0,735.0,985.0,-34.0,7.0,11.0,2.0,24362.0,30081.0,470.0,0.0,0.0,0.0,1.0,1.0
LOLTMNT02_264265,Red,1,Clocks,-882.0,553.0,26.0,0.0,0.0,3.0,14988.0,19583.0,335.0,32917.0,41895.0,698.0,-735.0,-985.0,34.0,2.0,3.0,7.0,23627.0,29096.0,504.0,1.0,1.0,1.0,0.0,6.0
LOLTMNT02_264266,Blue,0,Hands,-2346.0,124.0,-5.0,2.0,2.0,6.0,14765.0,17910.0,292.0,31717.0,39150.0,573.0,-5116.0,-2464.0,-43.0,3.0,2.0,9.0,22289.0,27857.0,445.0,0.0,1.0,0.0,0.0,5.0
LOLTMNT02_264266,Red,1,Yang Yang Gaming,2346.0,-124.0,5.0,6.0,13.0,2.0,17111.0,17786.0,297.0,41527.0,46789.0,667.0,5116.0,2464.0,43.0,9.0,16.0,3.0,27405.0,30321.0,488.0,1.0,0.0,1.0,1.0,6.0
LOLTMNT02_264268,Blue,0,BraVeLY,-3592.0,-2211.0,-20.0,2.0,2.0,8.0,14189.0,16803.0,262.0,32532.0,40945.0,610.0,-7451.0,-5476.0,-30.0,2.0,2.0,14.0,21925.0,27140.0,454.0,0.0,0.0,0.0,0.0,2.0
LOLTMNT02_264268,Red,1,VARREL YOUTH,3592.0,2211.0,20.0,8.0,10.0,2.0,17781.0,19014.0,282.0,41271.0,47436.0,637.0,7451.0,5476.0,30.0,14.0,21.0,2.0,29376.0,32616.0,484.0,1.0,1.0,1.0,1.0,9.0
LOLTMNT02_263401,Blue,1,Deltan Gaming,2735.0,2253.0,55.0,3.0,5.0,0.0,16106.0,18027.0,306.0,36929.0,41385.0,637.0,3484.0,2787.0,66.0,8.0,20.0,4.0,26011.0,28319.0,467.0,0.0,0.0,1.0,1.0,4.0
LOLTMNT02_263401,Red,0,V3 Esports,-2735.0,-2253.0,-55.0,0.0,0.0,3.0,13371.0,15774.0,251.0,31938.0,38392.0,548.0,-3484.0,-2787.0,-66.0,4.0,7.0,8.0,22527.0,25532.0,401.0,1.0,1.0,0.0,0.0,5.0
LOLTMNT02_264259,Blue,0,VelbeliKaizokudan,-1612.0,-1064.0,-27.0,4.0,4.0,6.0,15456.0,17262.0,279.0,34451.0,42404.0,619.0,-1146.0,-151.0,-47.0,8.0,12.0,9.0,24947.0,29433.0,446.0,0.0,0.0,1.0,0.0,0.0
LOLTMNT02_264259,Red,1,Kareha Children,1612.0,1064.0,27.0,6.0,10.0,4.0,17068.0,18326.0,306.0,36011.0,42774.0,695.0,1146.0,151.0,47.0,9.0,13.0,8.0,26093.0,29584.0,493.0,1.0,1.0,0.0,1.0,3.0
LOLTMNT02_264261,Blue,0,Radical Pop Gaming,-854.0,220.0,24.0,1.0,1.0,4.0,14344.0,17734.0,265.0,30946.0,39795.0,559.0,-1557.0,-634.0,31.0,3.0,4.0,9.0,21977.0,27838.0,402.0,1.0,0.0,0.0,0.0,3.0
LOLTMNT02_264261,Red,1,Spirit Quartz Gaming,854.0,-220.0,-24.0,4.0,4.0,1.0,15198.0,17514.0,241.0,32624.0,42429.0,524.0,1557.0,634.0,-31.0,9.0,8.0,3.0,23534.0,28472.0,371.0,0.0,1.0,1.0,1.0,1.0
LOLTMNT02_263443,Blue,1,Ethereal Enigmas,1443.0,991.0,25.0,3.0,5.0,1.0,16328.0,19048.0,326.0,35646.0,41277.0,658.0,1565.0,1808.0,37.0,10.0,17.0,8.0,26043.0,29681.0,462.0,0.0,1.0,1.0,0.0,1.0
LOLTMNT02_263443,Red,0,Delta Syndicate,-1443.0,-991.0,-25.0,1.0,2.0,3.0,14885.0,18057.0,301.0,32790.0,41983.0,621.0,-1565.0,-1808.0,-37.0,8.0,18.0,10.0,24478.0,27873.0,425.0,1.0,0.0,0.0,1.0,1.0
LOLTMNT02_264288,Blue,1,Hanwha Life Esports,-538.0,244.0,1.0,1.0,3.0,2.0,15969.0,19339.0,344.0,36141.0,44824.0,732.0,1379.0,1452.0,12.0,5.0,11.0,4.0,25935.0,31086.0,538.0,1.0,0.0,1.0,0.0,3.0
LOLTMNT02_264288,Red,0,DRX,538.0,-244.0,-1.0,2.0,5.0,1.0,16507.0,19095.0,343.0,33865.0,41675.0,719.0,-1379.0,-1452.0,-12.0,4.0,6.0,5.0,24556.0,29634.0,526.0,0.0,1.0,0.0,1.0,5.0
LOLTMNT02_264302,Blue,1,Team Secret Whales,-1835.0,-453.0,-25.0,2.0,3.0,6.0,15294.0,18419.0,301.0,35931.0,44793.0,703.0,-581.0,813.0,-3.0,3.0,6.0,6.0,24162.0,30800.0,529.0,1.0,1.0,0.0,0.0,1.0
LOLTMNT02_264302,Red,0,MGN Vikings Esports,1835.0,453.0,25.0,6.0,6.0,2.0,17129.0,18872.0,326.0,33204.0,41252.0,690.0,581.0,-813.0,3.0,6.0,6.0,3.0,24743.0,29987.0,532.0,0.0,0.0,1.0,1.0,2.0
LOLTMNT05_131712,Blue,1,Zerance,904.0,-509.0,-46.0,5.0,10.0,1.0,17059.0,18227.0,317.0,34530.0,43535.0,696.0,-2759.0,-2252.0,-44.0,6.0,12.0,7.0,24799.0,29441.0,507.0,0.0,0.0,0.0,1.0,3.0
LOLTMNT05_131712,Red,0,Karmine Corp Blue Stars,-904.0,509.0,46.0,1.0,2.0,5.0,16155.0,18736.0,363.0,36492.0,43552.0,757.0,2759.0,2252.0,44.0,7.0,14.0,6.0,27558.0,31693.0,551.0,1.0,1.0,1.0,0.0,6.0
LOLTMNT02_264310,Blue,1,Ethereal Enigmas,-707.0,99.0,-9.0,3.0,9.0,3.0,16124.0,18718.0,307.0,36172.0,42291.0,657.0,-506.0,1412.0,7.0,5.0,15.0,5.0,25139.0,30466.0,492.0,1.0,1.0,1.0,1.0,2.0
LOLTMNT02_264310,Red,0,Delta Syndicate,707.0,-99.0,9.0,3.0,8.0,3.0,16831.0,18619.0,316.0,35463.0,42202.0,673.0,506.0,-1412.0,-7.0,5.0,14.0,5.0,25645.0,29054.0,485.0,0.0,0.0,0.0,0.0,6.0
LOLTMNT02_263459,Blue,0,DRX,-249.0,-660.0,-6.0,0.0,0.0,1.0,15514.0,18565.0,340.0,32962.0,42400.0,766.0,-696.0,-1646.0,4.0,1.0,2.0,3.0,24053.0,29861.0,554.0,0.0,0.0,1.0,0.0,3.0
LOLTMNT02_263459,Red,1,Hanwha Life Esports,249.0,660.0,6.0,1.0,0.0,0.0,15763.0,19225.0,346.0,35143.0,45095.0,775.0,696.0,1646.0,-4.0,3.0,2.0,1.0,24749.0,31507.0,550.0,1.0,1.0,0.0,1.0,4.0
LOLTMNT02_264317,Blue,0,MGN Vikings Esports,-2718.0,-715.0,-15.0,0.0,0.0,6.0,14598.0,18107.0,305.0,32519.0,43592.0,727.0,-3046.0,-603.0,-18.0,1.0,1.0,8.0,23427.0,30101.0,515.0,1.0,0.0,0.0,0.0,2.0
LOLTMNT02_264317,Red,1,Team Secret Whales,2718.0,715.0,15.0,6.0,12.0,0.0,17316.0,18822.0,320.0,38790.0,46597.0,755.0,3046.0,603.0,18.0,8.0,18.0,1.0,26473.0,30704.0,533.0,0.0,1.0,1.0,1.0,3.0
LOLTMNT05_131717,Blue,1,Esprit Shōnen,1118.0,1237.0,23.0,3.0,2.0,1.0,16684.0,20335.0,357.0,37411.0,45686.0,745.0,3059.0,2116.0,35.0,5.0,3.0,1.0,26356.0,32228.0,571.0,1.0,0.0,1.0,0.0,7.0
LOLTMNT05_131717,Red,0,Lille Esport,-1118.0,-1237.0,-23.0,1.0,1.0,3.0,15566.0,19098.0,334.0,34351.0,43035.0,680.0,-3059.0,-2116.0,-35.0,1.0,1.0,5.0,23297.0,30112.0,536.0,0.0,1.0,0.0,1.0,4.0
LOLTMNT02_263476,Blue,0,EXILE esports,-1313.0,-182.0,-35.0,2.0,2.0,3.0,15097.0,18388.0,285.0,32097.0,40801.0,651.0,-2656.0,-1014.0,-35.0,5.0,7.0,7.0,23931.0,29412.0,461.0,0.0,1.0,1.0,0.0,1.0
LOLTMNT02_263476,Red,1,Dynamo Eclot Talents,1313.0,182.0,35.0,3.0,2.0,2.0,16410.0,18570.0,320.0,35234.0,42546.0,676.0,2656.0,1014.0,35.0,7.0,6.0,5.0,26587.0,30426.0,496.0,1.0,0.0,0.0,1.0,9.0
LOLTMNT02_264363,Blue,1,CTBC Flying Oyster,727.0,141.0,4.0,1.0,1.0,0.0,15868.0,19002.0,344.0,36101.0,45582.0,740.0,1855.0,912.0,14.0,4.0,6.0,2.0,26005.0,31265.0,551.0,1.0,0.0,0.0,1.0,3.0
LOLTMNT02_264363,Red,0,DetonatioN FocusMe,-727.0,-141.0,-4.0,0.0,0.0,1.0,15141.0,18861.0,340.0,33738.0,43351.0,731.0,-1855.0,-912.0,-14.0,2.0,3.0,4.0,24150.0,30353.0,537.0,0.0,1.0,1.0,0.0,3.0
LOLTMNT02_263517,Blue,0,Dynamo Eclot Talents,682.0,35.0,27.0,3.0,3.0,2.0,16421.0,19536.0,343.0,33013.0,42998.0,712.0,1933.0,738.0,52.0,5.0,6.0,3.0,25509.0,31943.0,543.0,0.0,0.0,0.0,1.0,4.0
LOLTMNT02_263517,Red,1,EXILE esports,-682.0,-35.0,-27.0,2.0,3.0,3.0,15739.0,19501.0,316.0,31776.0,42030.0,658.0,-1933.0,-738.0,-52.0,3.0,4.0,5.0,23576.0,31205.0,491.0,1.0,1.0,1.0,0.0,2.0
LOLTMNT05_131728,Blue,1,Project Conquerors,-54.0,-230.0,15.0,2.0,2.0,3.0,16253.0,19431.0,357.0,36879.0,45432.0,757.0,638.0,-698.0,3.0,3.0,3.0,4.0,25460.0,31813.0,568.0,1.0,0.0,1.0,0.0,4.0
LOLTMNT05_131728,Red,0,IziDream,54.0,230.0,-15.0,3.0,3.0,2.0,16307.0,19661.0,342.0,33297.0,42602.0,707.0,-638.0,698.0,-3.0,4.0,3.0,3.0,24822.0,32511.0,565.0,0.0,1.0,0.0,1.0,2.0
LOLTMNT02_263535,Blue,0,DetonatioN FocusMe,-1418.0,-1756.0,-44.0,3.0,4.0,4.0,15970.0,18626.0,318.0,31868.0,38786.0,629.0,-3000.0,-2523.0,-61.0,4.0,4.0,7.0,24079.0,29596.0,505.0,0.0,1.0,0.0,1.0,4.0
LOLTMNT02_263535,Red,1,CTBC Flying Oyster,1418.0,1756.0,44.0,4.0,5.0,3.0,17388.0,20382.0,362.0,40282.0,47856.0,739.0,3000.0,2523.0,61.0,7.0,12.0,4.0,27079.0,32119.0,566.0,1.0,0.0,1.0,0.0,6.0
LOLTMNT02_264396,Blue,1,EXILE esports,-35.0,777.0,13.0,3.0,7.0,3.0,16180.0,19617.0,325.0,33816.0,44380.0,695.0,281.0,1606.0,-7.0,5.0,11.0,3.0,24594.0,31684.0,504.0,0.0,1.0,1.0,0.0,4.0
LOLTMNT02_264396,Red,0,Dynamo Eclot Talents,35.0,-777.0,-13.0,3.0,4.0,3.0,16215.0,18840.0,312.0,32564.0,40579.0,680.0,-281.0,-1606.0,7.0,3.0,4.0,5.0,24313.0,30078.0,511.0,1.0,0.0,0.0,1.0,4.0
LOLTMNT05_130703,Blue,1,Team Valiant,1120.0,25.0,-3.0,3.0,6.0,1.0,16333.0,17709.0,324.0,36897.0,42802.0,701.0,1825.0,1396.0,10.0,5.0,10.0,2.0,25271.0,30113.0,533.0,1.0,0.0,1.0,0.0,4.0
LOLTMNT05_130703,Red,0,Skillcamp,-1120.0,-25.0,3.0,1.0,2.0,3.0,15213.0,17684.0,327.0,33878.0,43023.0,699.0,-1825.0,-1396.0,-10.0,2.0,4.0,5.0,23446.0,28717.0,523.0,0.0,1.0,0.0,1.0,2.0
LOLTMNT02_264478,Blue,0,FURIA,814.0,814.0,23.0,1.0,0.0,0.0,16234.0,20207.0,386.0,33202.0,41746.0,750.0,511.0,1395.0,27.0,2.0,0.0,2.0,24386.0,31037.0,584.0,1.0,0.0,1.0,1.0,3.0
LOLTMNT02_264478,Red,1,Fluxo W7M,-814.0,-814.0,-23.0,0.0,0.0,1.0,15420.0,19393.0,363.0,34491.0,43516.0,759.0,-511.0,-1395.0,-27.0,2.0,4.0,2.0,23875.0,29642.0,557.0,0.0,1.0,0.0,0.0,1.0
LOLTMNT05_130721,Blue,0,SK Gaming,-2436.0,-727.0,-8.0,2.0,4.0,7.0,15813.0,19327.0,326.0,34011.0,41416.0,677.0,-2251.0,-1916.0,-29.0,4.0,8.0,9.0,24880.0,30214.0,518.0,0.0,1.0,1.0,0.0,4.0
LOLTMNT05_130721,Red,1,Team Vitality,2436.0,727.0,8.0,7.0,10.0,2.0,18249.0,20054.0,334.0,36037.0,42025.0,721.0,2251.0,1916.0,29.0,9.0,11.0,4.0,27131.0,32130.0,547.0,1.0,0.0,0.0,1.0,4.0
LOLTMNT02_264499,Blue,0,Fluxo W7M,-1038.0,-1590.0,-17.0,0.0,0.0,1.0,15057.0,18816.0,340.0,31523.0,41582.0,738.0,-1681.0,-1841.0,-12.0,0.0,0.0,2.0,23317.0,30676.0,566.0,0.0,0.0,0.0,0.0,3.0
LOLTMNT02_264499,Red,1,FURIA,1038.0,1590.0,17.0,1.0,1.0,0.0,16095.0,20406.0,357.0,35128.0,44829.0,758.0,1681.0,1841.0,12.0,2.0,3.0,0.0,24998.0,32517.0,578.0,1.0,1.0,1.0,1.0,5.0
LOLTMNT05_131763,Blue,1,Team Vitality,2456.0,1572.0,9.0,7.0,13.0,2.0,18794.0,19762.0,350.0,41585.0,43103.0,689.0,3228.0,986.0,13.0,10.0,15.0,6.0,29318.0,30832.0,529.0,1.0,1.0,1.0,1.0,10.0
LOLTMNT05_131763,Red,0,SK Gaming,-2456.0,-1572.0,-9.0,2.0,3.0,7.0,16338.0,18190.0,341.0,34274.0,39459.0,645.0,-3228.0,-986.0,-13.0,6.0,7.0,10.0,26090.0,29846.0,516.0,0.0,0.0,0.0,0.0,3.0
LOLTMNT02_263665,Blue,0,FURIA,-823.0,-365.0,-4.0,1.0,0.0,3.0,15325.0,18534.0,325.0,31479.0,44865.0,736.0,-4107.0,-2431.0,-16.0,1.0,0.0,9.0,22723.0,29961.0,517.0,0.0,0.0,0.0,0.0,3.0
LOLTMNT02_263665,Red,1,Fluxo W7M,823.0,365.0,4.0,3.0,5.0,1.0,16148.0,18899.0,329.0,37047.0,46480.0,725.0,4107.0,2431.0,16.0,9.0,14.0,1.0,26830.0,32392.0,533.0,1.0,1.0,1.0,1.0,2.0
LOLTMNT05_131765,Blue,1,G2 Esports,1075.0,1206.0,26.0,4.0,9.0,2.0,17238.0,19645.0,356.0,34644.0,42826.0,734.0,1639.0,1706.0,21.0,5.0,11.0,2.0,25739.0,31120.0,565.0,0.0,0.0,1.0,1.0,4.0
LOLTMNT05_131765,Red,0,Karmine Corp,-1075.0,-1206.0,-26.0,2.0,3.0,4.0,16163.0,18439.0,330.0,32796.0,41995.0,736.0,-1639.0,-1706.0,-21.0,2.0,3.0,5.0,24100.0,29414.0,544.0,1.0,1.0,0.0,0.0,4.0
LOLTMNT02_264540,Blue,0,LOUD,-1001.0,-641.0,-11.0,0.0,0.0,1.0,14998.0,18221.0,341.0,32467.0,41254.0,710.0,-1772.0,-1223.0,-22.0,1.0,1.0,3.0,23156.0,29298.0,551.0,0.0,0.0,1.0,0.0,1.0
LOLTMNT02_264540,Red,1,RED Canids,1001.0,641.0,11.0,1.0,2.0,0.0,15999.0,18862.0,352.0,36408.0,44306.0,749.0,1772.0,1223.0,22.0,3.0,5.0,1.0,24928.0,30521.0,573.0,1.0,1.0,0.0,1.0,3.0
LOLTMNT05_130732,Blue,1,Karmine Corp,276.0,25.0,23.0,0.0,0.0,1.0,15389.0,18860.0,356.0,35374.0,44115.0,747.0,1548.0,254.0,26.0,2.0,3.0,3.0,24752.0,29703.0,535.0,1.0,0.0,1.0,0.0,7.0
LOLTMNT05_130732,Red,0,G2 Esports,-276.0,-25.0,-23.0,1.0,0.0,0.0,15113.0,18835.0,333.0,31637.0,41333.0,708.0,-1548.0,-254.0,-26.0,3.0,6.0,2.0,23204.0,29449.0,509.0,0.0,1.0,0.0,1.0,2.0
LOLTMNT02_263703,Blue,1,LOUD,1092.0,808.0,14.0,3.0,2.0,2.0,16297.0,18758.0,323.0,36334.0,42113.0,730.0,3824.0,3615.0,81.0,6.0,7.0,3.0,26280.0,30441.0,530.0,1.0,0.0,1.0,1.0,5.0
