gameid,side,result,teamname,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,goldat10,xpat10,csat10,goldat20,xpat20,csat20,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,goldat15,xpat15,csat15,firsttower,firstdragon,firstherald,firstblood,turretplates
LOLTMNT03_184105,Blue,1,KT Rolster,-487.0,-576.0,-18.0,0.0,0.0,0.0,15090.0,18704.0,330.0,32787.0,41211.0,682.0,-804.0,318.0,1.0,2.0,7.0,2.0,23411.0,29146.0,519.0,0.0,1.0,1.0,1.0,1.0
LOLTMNT03_184105,Red,0,BNK FEARX,487.0,576.0,18.0,0.0,0.0,0.0,15577.0,19280.0,348.0,32746.0,40139.0,690.0,804.0,-318.0,-1.0,2.0,7.0,2.0,24215.0,28828.0,518.0,1.0,0.0,0.0,0.0,3.0
LOLTMNT03_185025,Blue,1,Dplus KIA,1026.0,-166.0,8.0,2.0,2.0,1.0,16329.0,18938.0,347.0,36494.0,45533.0,771.0,3399.0,930.0,1.0,5.0,4.0,1.0,26500.0,31029.0,551.0,1.0,0.0,1.0,0.0,7.0
LOLTMNT03_185025,Red,0,T1,-1026.0,166.0,-8.0,1.0,1.0,2.0,15303.0,19104.0,339.0,31472.0,42688.0,772.0,-3399.0,-930.0,-1.0,1.0,1.0,5.0,23101.0,30099.0,550.0,0.0,1.0,0.0,1.0,3.0
LOLTMNT03_185042,Blue,1,T1,657.0,45.0,25.0,0.0,0.0,0.0,15663.0,19056.0,358.0,32301.0,40913.0,733.0,158.0,16.0,40.0,0.0,0.0,2.0,23858.0,30506.0,573.0,1.0,1.0,0.0,0.0,5.0
LOLTMNT03_185042,Red,0,Dplus KIA,-657.0,-45.0,-25.0,0.0,0.0,0.0,15006.0,19011.0,333.0,33089.0,41694.0,703.0,-158.0,-16.0,-40.0,2.0,4.0,0.0,23700.0,30490.0,533.0,0.0,0.0,1.0,1.0,4.0
LOLTMNT03_185067,Blue,1,Dplus KIA,-691.0,242.0,11.0,0.0,0.0,3.0,15188.0,18885.0,330.0,34764.0,41990.0,680.0,1933.0,899.0,12.0,3.0,7.0,3.0,25563.0,30789.0,535.0,1.0,0.0,1.0,0.0,7.0
LOLTMNT03_185067,Red,0,T1,691.0,-242.0,-11.0,3.0,6.0,0.0,15879.0,18643.0,319.0,31698.0,39763.0,682.0,-1933.0,-899.0,-12.0,3.0,6.0,3.0,23630.0,29890.0,523.0,0.0,1.0,0.0,1.0,2.0
LOLTMNT03_184314,Blue,0,Guasones,833.0,554.0,-10.0,4.0,7.0,2.0,16801.0,19474.0,323.0,36172.0,42964.0,671.0,954.0,555.0,-17.0,6.0,14.0,3.0,25964.0,29477.0,503.0,0.0,0.0,1.0,1.0,6.0
LOLTMNT03_184314,Red,1,UCAM Esports,-833.0,-554.0,10.0,2.0,2.0,4.0,15968.0,18920.0,333.0,34344.0,40581.0,677.0,-954.0,-555.0,17.0,3.0,5.0,6.0,25010.0,28922.0,520.0,1.0,1.0,0.0,0.0,6.0
LOLTMNT06_95284,Blue,0,Ruddy Esports,-1993.0,113.0,10.0,1.0,3.0,5.0,14811.0,17086.0,307.0,31851.0,40156.0,654.0,-3464.0,-1240.0,-20.0,2.0,4.0,5.0,22945.0,27623.0,493.0,0.0,0.0,0.0,0.0,2.0
LOLTMNT06_95284,Red,1,Rich Gang,1993.0,-113.0,-10.0,5.0,13.0,1.0,16804.0,16973.0,297.0,36476.0,42246.0,687.0,3464.0,1240.0,20.0,5.0,13.0,2.0,26409.0,28863.0,513.0,1.0,1.0,1.0,1.0,8.0
LOLTMNT03_184350,Blue,0,Los Heretics,600.0,1456.0,32.0,1.0,0.0,1.0,15823.0,19732.0,357.0,33888.0,43081.0,775.0,1104.0,1772.0,31.0,2.0,2.0,2.0,24273.0,30376.0,556.0,1.0,1.0,1.0,1.0,4.0
LOLTMNT03_184350,Red,1,LUA Gaming,-600.0,-1456.0,-32.0,1.0,2.0,1.0,15223.0,18276.0,325.0,31605.0,40651.0,725.0,-1104.0,-1772.0,-31.0,2.0,5.0,2.0,23169.0,28604.0,525.0,0.0,0.0,0.0,0.0,3.0
LOLTMNT06_95291,Blue,0,DMG Esports,-331.0,-543.0,-14.0,0.0,0.0,0.0,14928.0,18772.0,344.0,32800.0,41794.0,682.0,-547.0,-565.0,-22.0,4.0,5.0,2.0,23522.0,29932.0,511.0,0.0,0.0,1.0,0.0,1.0
LOLTMNT06_95291,Red,1,Venomcrest Esports,331.0,543.0,14.0,0.0,0.0,0.0,15259.0,19315.0,358.0,36382.0,44013.0,732.0,547.0,565.0,22.0,2.0,2.0,4.0,24069.0,30497.0,533.0,1.0,1.0,0.0,1.0,5.0
LOLTMNT03_184375,Blue,0,Ramboot Club,306.0,-1094.0,-5.0,2.0,4.0,2.0,16108.0,18333.0,335.0,32783.0,42523.0,750.0,-606.0,-1615.0,-12.0,2.0,4.0,3.0,23953.0,29410.0,545.0,1.0,0.0,0.0,0.0,2.0
LOLTMNT03_184375,Red,1,Barça eSports,-306.0,1094.0,5.0,2.0,3.0,2.0,15802.0,19427.0,340.0,33991.0,43688.0,750.0,606.0,1615.0,12.0,3.0,4.0,2.0,24559.0,31025.0,557.0,0.0,1.0,1.0,1.0,3.0
LOLTMNT06_95294,Blue,1,Ruddy Esports,2101.0,1526.0,75.0,1.0,1.0,1.0,16273.0,19143.0,364.0,37794.0,44533.0,751.0,3408.0,960.0,85.0,1.0,1.0,2.0,25136.0,30058.0,563.0,1.0,1.0,1.0,0.0,8.0
LOLTMNT06_95294,Red,0,KAOS e-sport,-2101.0,-1526.0,-75.0,1.0,1.0,1.0,14172.0,17617.0,289.0,30510.0,40768.0,631.0,-3408.0,-960.0,-85.0,2.0,1.0,1.0,21728.0,29098.0,478.0,0.0,0.0,0.0,1.0,0.0
LOLTMNT06_95295,Blue,0,Venomcrest Esports,-941.0,-845.0,-17.0,1.0,1.0,2.0,15434.0,18870.0,339.0,32971.0,42690.0,721.0,312.0,473.0,-16.0,3.0,6.0,3.0,24599.0,30788.0,532.0,1.0,1.0,1.0,1.0,1.0
LOLTMNT06_95295,Red,1,Rich Gang,941.0,845.0,17.0,2.0,3.0,1.0,16375.0,19715.0,356.0,32294.0,41106.0,746.0,-312.0,-473.0,16.0,3.0,6.0,3.0,24287.0,30315.0,548.0,0.0,0.0,0.0,0.0,3.0
LOLTMNT03_184416,Blue,1,GIANTX Pride,288.0,473.0,30.0,1.0,0.0,2.0,15179.0,17966.0,335.0,34931.0,40699.0,689.0,3839.0,2789.0,33.0,5.0,9.0,2.0,25720.0,28712.0,512.0,1.0,0.0,1.0,0.0,6.0
LOLTMNT03_184416,Red,0,Movistar KOI Fénix,-288.0,-473.0,-30.0,2.0,5.0,1.0,14891.0,17493.0,305.0,29298.0,37212.0,657.0,-3839.0,-2789.0,-33.0,2.0,5.0,5.0,21881.0,25923.0,479.0,0.0,1.0,0.0,1.0,1.0
LOLTMNT03_185307,Blue,0,ZETA,-512.0,-917.0,-11.0,1.0,1.0,1.0,15082.0,17912.0,331.0,31384.0,39849.0,683.0,-286.0,-1093.0,-8.0,1.0,1.0,1.0,23238.0,29583.0,546.0,1.0,1.0,1.0,0.0,2.0
LOLTMNT03_185307,Red,1,Veni Vidi Vici,512.0,917.0,11.0,1.0,1.0,1.0,15594.0,18829.0,342.0,33914.0,44322.0,730.0,286.0,1093.0,8.0,1.0,1.0,1.0,23524.0,30676.0,554.0,0.0,0.0,0.0,1.0,3.0
LOLTMNT06_95297,Blue,0,KAOS e-sport,-482.0,-1657.0,-26.0,0.0,0.0,0.0,14891.0,18474.0,335.0,32148.0,42953.0,736.0,-1526.0,-2502.0,-21.0,0.0,0.0,3.0,23187.0,29548.0,547.0,1.0,0.0,1.0,0.0,4.0
LOLTMNT06_95297,Red,1,DMG Esports,482.0,1657.0,26.0,0.0,0.0,0.0,15373.0,20131.0,361.0,32898.0,43341.0,747.0,1526.0,2502.0,21.0,3.0,5.0,0.0,24713.0,32050.0,568.0,0.0,1.0,0.0,1.0,3.0
LOLTMNT03_184504,Blue,1,T1 Esports Academy,864.0,2216.0,39.0,1.0,1.0,1.0,16573.0,21014.0,382.0,35096.0,45473.0,769.0,2531.0,822.0,22.0,2.0,3.0,1.0,26206.0,30997.0,571.0,1.0,0.0,1.0,1.0,7.0
LOLTMNT03_184504,Red,0,Gen.G Global Academy,-864.0,-2216.0,-39.0,1.0,1.0,1.0,15709.0,18798.0,343.0,34879.0,43016.0,745.0,-2531.0,-822.0,-22.0,1.0,1.0,2.0,23675.0,30175.0,549.0,0.0,1.0,0.0,0.0,2.0
LOLTMNT03_185405,Blue,1,BNK FEARX Youth,258.0,1015.0,35.0,0.0,0.0,1.0,15532.0,19908.0,368.0,36470.0,44728.0,753.0,2511.0,2146.0,18.0,6.0,17.0,2.0,26553.0,30843.0,529.0,1.0,1.0,1.0,0.0,6.0
LOLTMNT03_185405,Red,0,Dplus KIA Challengers,-258.0,-1015.0,-35.0,1.0,4.0,0.0,15274.0,18893.0,333.0,31933.0,41766.0,704.0,-2511.0,-2146.0,-18.0,2.0,5.0,6.0,24042.0,28697.0,511.0,0.0,0.0,0.0,1.0,5.0
LOLTMNT03_184518,Blue,0,Dplus KIA Challengers,390.0,893.0,-9.0,1.0,1.0,0.0,15540.0,19832.0,339.0,32732.0,42423.0,694.0,-774.0,-728.0,-30.0,3.0,4.0,5.0,24169.0,30544.0,515.0,1.0,0.0,0.0,1.0,3.0
LOLTMNT03_184518,Red,1,BNK FEARX Youth,-390.0,-893.0,9.0,0.0,0.0,1.0,15150.0,18939.0,348.0,36519.0,44389.0,732.0,774.0,728.0,30.0,5.0,11.0,3.0,24943.0,31272.0,545.0,0.0,1.0,1.0,0.0,5.0
LOLTMNT03_184519,Blue,1,T1 Esports Academy,108.0,234.0,13.0,1.0,1.0,2.0,15608.0,18220.0,317.0,35225.0,43134.0,720.0,2134.0,1341.0,23.0,2.0,4.0,2.0,25267.0,30447.0,530.0,1.0,0.0,0.0,1.0,7.0
LOLTMNT03_184519,Red,0,Gen.G Global Academy,-108.0,-234.0,-13.0,2.0,4.0,1.0,15500.0,17986.0,304.0,32894.0,41853.0,693.0,-2134.0,-1341.0,-23.0,2.0,4.0,2.0,23133.0,29106.0,507.0,0.0,1.0,1.0,0.0,0.0
LOLTMNT03_185467,Blue,1,Gen.G,-525.0,543.0,19.0,0.0,0.0,2.0,15014.0,19593.0,342.0,33540.0,41213.0,717.0,757.0,-1580.0,-16.0,2.0,7.0,2.0,24326.0,28982.0,513.0,1.0,0.0,1.0,0.0,6.0
LOLTMNT03_185467,Red,0,Hanwha Life Esports,525.0,-543.0,-19.0,2.0,2.0,0.0,15539.0,19050.0,323.0,32818.0,42341.0,746.0,-757.0,1580.0,16.0,2.0,2.0,2.0,23569.0,30562.0,529.0,0.0,1.0,0.0,1.0,4.0
LOLTMNT03_184583,Blue,0,Hanwha Life Esports,-1641.0,-1088.0,-37.0,3.0,8.0,3.0,15276.0,17251.0,294.0,31256.0,39137.0,611.0,-6619.0,-2555.0,-53.0,3.0,8.0,9.0,22754.0,27699.0,470.0,0.0,1.0,0.0,0.0,3.0
LOLTMNT03_184583,Red,1,Gen.G,1641.0,1088.0,37.0,3.0,6.0,3.0,16917.0,18339.0,331.0,42127.0,44859.0,689.0,6619.0,2555.0,53.0,9.0,20.0,3.0,29373.0,30254.0,523.0,1.0,0.0,1.0,1.0,13.0
LOLTMNT03_184622,Blue,1,Nongshim RedForce,-247.0,331.0,14.0,0.0,0.0,1.0,14932.0,18295.0,339.0,33987.0,41180.0,682.0,1020.0,902.0,12.0,5.0,16.0,4.0,24636.0,28295.0,505.0,0.0,0.0,0.0,0.0,3.0
LOLTMNT03_184622,Red,0,OKSavingsBank BRION,247.0,-331.0,-14.0,1.0,2.0,0.0,15179.0,17964.0,325.0,32963.0,39566.0,656.0,-1020.0,-902.0,-12.0,4.0,11.0,5.0,23616.0,27393.0,493.0,1.0,1.0,1.0,1.0,1.0
LOLTMNT03_185513,Blue,0,CTBC Flying Oyster,675.0,684.0,-14.0,1.0,1.0,0.0,15267.0,18376.0,306.0,33123.0,42746.0,709.0,866.0,880.0,-14.0,2.0,3.0,1.0,23847.0,29704.0,513.0,0.0,0.0,1.0,1.0,5.0
LOLTMNT03_185513,Red,1,MGN Vikings Esports,-675.0,-684.0,14.0,0.0,0.0,1.0,14592.0,17692.0,320.0,31906.0,40850.0,738.0,-866.0,-880.0,14.0,1.0,2.0,2.0,22981.0,28824.0,527.0,1.0,1.0,0.0,0.0,2.0
LOLTMNT03_184660,Blue,0,OKSavingsBank BRION,982.0,-629.0,-3.0,1.0,3.0,1.0,16611.0,18131.0,327.0,34466.0,40420.0,718.0,786.0,-1000.0,-9.0,1.0,3.0,1.0,24664.0,28799.0,538.0,1.0,0.0,1.0,0.0,9.0
LOLTMNT03_184660,Red,1,Nongshim RedForce,-982.0,629.0,3.0,1.0,2.0,1.0,15629.0,18760.0,330.0,33597.0,40776.0,721.0,-786.0,1000.0,9.0,1.0,2.0,1.0,23878.0,29799.0,547.0,0.0,1.0,0.0,1.0,4.0
LOLTMNT03_185549,Blue,1,CTBC Flying Oyster,258.0,376.0,12.0,1.0,2.0,1.0,15819.0,19526.0,338.0,34299.0,42754.0,710.0,87.0,-1158.0,28.0,1.0,2.0,3.0,24326.0,28970.0,524.0,1.0,1.0,0.0,0.0,6.0
LOLTMNT03_185549,Red,0,MGN Vikings Esports,-258.0,-376.0,-12.0,1.0,2.0,1.0,15561.0,19150.0,326.0,32232.0,40263.0,646.0,-87.0,1158.0,-28.0,3.0,6.0,1.0,24239.0,30128.0,496.0,0.0,0.0,1.0,1.0,7.0
LOLTMNT03_184704,Blue,0,MGN Vikings Esports,-104.0,-680.0,-15.0,1.0,2.0,1.0,15595.0,18246.0,320.0,33505.0,41757.0,713.0,-356.0,139.0,-19.0,3.0,6.0,2.0,24302.0,29862.0,519.0,0.0,0.0,0.0,0.0,4.0
LOLTMNT03_184704,Red,1,CTBC Flying Oyster,104.0,680.0,15.0,1.0,2.0,1.0,15699.0,18926.0,335.0,35460.0,43614.0,746.0,356.0,-139.0,19.0,2.0,5.0,3.0,24658.0,29723.0,538.0,1.0,1.0,1.0,1.0,6.0
LOLTMNT03_185634,Blue,0,Fukuoka SoftBank HAWKS gaming,-1212.0,-2129.0,-29.0,0.0,0.0,1.0,14113.0,16425.0,314.0,30402.0,39880.0,663.0,-2465.0,-3238.0,-67.0,1.0,0.0,1.0,21785.0,26580.0,494.0,0.0,0.0,1.0,0.0,0.0
LOLTMNT03_185634,Red,1,GAM Esports,1212.0,2129.0,29.0,1.0,1.0,0.0,15325.0,18554.0,343.0,33807.0,43087.0,758.0,2465.0,3238.0,67.0,1.0,1.0,1.0,24250.0,29818.0,561.0,1.0,1.0,0.0,1.0,5.0
LOLTMNT03_184820,Blue,1,Fukuoka SoftBank HAWKS gaming,709.0,-448.0,-15.0,3.0,6.0,1.0,16528.0,18724.0,320.0,36370.0,42187.0,679.0,2345.0,873.0,-17.0,8.0,17.0,2.0,27195.0,30495.0,495.0,0.0,0.0,1.0,1.0,6.0
LOLTMNT03_184820,Red,0,GAM Esports,-709.0,448.0,15.0,1.0,1.0,3.0,15819.0,19172.0,335.0,32763.0,42146.0,713.0,-2345.0,-873.0,17.0,2.0,5.0,8.0,24850.0,29622.0,512.0,1.0,1.0,0.0,0.0,4.0
LOLTMNT03_184865,Blue,1,GAM Esports,497.0,524.0,23.0,3.0,7.0,2.0,15959.0,17391.0,318.0,35531.0,42434.0,693.0,1109.0,-242.0,16.0,4.0,9.0,2.0,24532.0,28187.0,526.0,1.0,1.0,1.0,1.0,5.0
LOLTMNT03_184865,Red,0,Fukuoka SoftBank HAWKS gaming,-497.0,-524.0,-23.0,2.0,6.0,3.0,15462.0,16867.0,295.0,30727.0,37950.0,680.0,-1109.0,242.0,-16.0,2.0,6.0,4.0,23423.0,28429.0,510.0,0.0,0.0,0.0,0.0,3.0
LOLTMNT03_186192,Blue,1,Dplus KIA,29.0,-718.0,3.0,3.0,5.0,3.0,15989.0,17081.0,311.0,36487.0,42541.0,696.0,-1675.0,336.0,16.0,4.0,6.0,5.0,24230.0,28608.0,516.0,0.0,0.0,0.0,0.0,2.0
LOLTMNT03_186192,Red,0,DN Freecs,-29.0,718.0,-3.0,3.0,4.0,3.0,15960.0,17799.0,308.0,35574.0,39970.0,652.0,1675.0,-336.0,-16.0,5.0,8.0,4.0,25905.0,28272.0,500.0,1.0,1.0,1.0,1.0,1.0
LOLTMNT03_187100,Blue,0,DN Freecs,776.0,59.0,8.0,3.0,3.0,1.0,16621.0,19415.0,359.0,32831.0,39178.0,671.0,-224.0,-1194.0,-11.0,6.0,11.0,5.0,24748.0,28343.0,504.0,1.0,0.0,0.0,1.0,2.0
LOLTMNT03_187100,Red,1,Dplus KIA,-776.0,-59.0,-8.0,1.0,1.0,3.0,15845.0,19356.0,351.0,33577.0,40662.0,684.0,224.0,1194.0,11.0,5.0,10.0,6.0,24972.0,29537.0,515.0,0.0,1.0,1.0,0.0,2.0
LOLTMNT03_186260,Blue,0,DRX,-944.0,-1010.0,-6.0,2.0,4.0,3.0,15777.0,18472.0,337.0,33679.0,43604.0,711.0,-2712.0,-1422.0,-15.0,3.0,5.0,5.0,24405.0,29738.0,536.0,0.0,0.0,0.0,0.0,4.0
LOLTMNT03_186260,Red,1,T1,944.0,1010.0,6.0,3.0,4.0,3.0,16721.0,19482.0,343.0,36275.0,44277.0,764.0,2712.0,1422.0,15.0,5.0,7.0,4.0,27117.0,31160.0,551.0,1.0,1.0,1.0,1.0,9.0
LOLTMNT03_187132,Blue,0,DRX,-3707.0,-2419.0,-59.0,0.0,0.0,3.0,14550.0,18201.0,309.0,31386.0,43345.0,682.0,-5497.0,-2944.0,-58.0,1.0,2.0,5.0,22533.0,28776.0,500.0,0.0,0.0,0.0,0.0,2.0
LOLTMNT03_187132,Red,1,T1,3707.0,2419.0,59.0,3.0,4.0,0.0,18257.0,20620.0,368.0,37238.0,43833.0,744.0,5497.0,2944.0,58.0,5.0,7.0,1.0,28030.0,31720.0,558.0,1.0,1.0,1.0,1.0,13.0
LOLTMNT01_190147,Blue,1,Team Secret Whales,1633.0,539.0,33.0,4.0,8.0,2.0,17037.0,18500.0,331.0,36242.0,43231.0,731.0,2175.0,574.0,34.0,5.0,9.0,2.0,25625.0,29646.0,535.0,1.0,0.0,1.0,1.0,6.0
LOLTMNT01_190147,Red,0,DetonatioN FocusMe,-1633.0,-539.0,-33.0,2.0,5.0,4.0,15404.0,17961.0,298.0,31146.0,39722.0,673.0,-2175.0,-574.0,-34.0,2.0,5.0,5.0,23450.0,29072.0,501.0,0.0,1.0,0.0,0.0,4.0
LOLTMNT06_96308,Blue,1,Skillcamp,2116.0,318.0,12.0,3.0,7.0,0.0,16433.0,18616.0,330.0,36795.0,39772.0,637.0,2392.0,785.0,8.0,3.0,7.0,2.0,24969.0,28692.0,507.0,1.0,0.0,1.0,1.0,8.0
LOLTMNT06_96308,Red,0,Zerance,-2116.0,-318.0,-12.0,0.0,0.0,3.0,14317.0,18298.0,318.0,28527.0,35944.0,616.0,-2392.0,-785.0,-8.0,2.0,7.0,3.0,22577.0,27907.0,499.0,0.0,1.0,0.0,0.0,0.0
LOLTMNT01_190170,Blue,0,DetonatioN FocusMe,-972.0,689.0,-8.0,1.0,1.0,3.0,15662.0,19239.0,323.0,30625.0,37793.0,617.0,-2425.0,-993.0,-32.0,3.0,6.0,8.0,23768.0,28293.0,479.0,0.0,0.0,0.0,0.0,4.0
LOLTMNT01_190170,Red,1,Team Secret Whales,972.0,-689.0,8.0,3.0,3.0,1.0,16634.0,18550.0,331.0,37923.0,42310.0,662.0,2425.0,993.0,32.0,8.0,16.0,3.0,26193.0,29286.0,511.0,1.0,1.0,1.0,1.0,4.0
LOLTMNT06_96309,Blue,0,Esprit Shōnen,-903.0,-171.0,17.0,4.0,8.0,7.0,17166.0,19401.0,339.0,36516.0,43308.0,718.0,-1245.0,-340.0,13.0,6.0,10.0,9.0,25480.0,30243.0,523.0,1.0,0.0,1.0,1.0,3.0
LOLTMNT06_96309,Red,1,Project Conquerors,903.0,171.0,-17.0,7.0,9.0,4.0,18069.0,19572.0,322.0,37189.0,45052.0,729.0,1245.0,340.0,-13.0,9.0,12.0,6.0,26725.0,30583.0,510.0,0.0,1.0,0.0,0.0,3.0
LOLTMNT06_96312,Blue,0,Karmine Corp Blue Stars,-193.0,-365.0,-20.0,2.0,7.0,2.0,15726.0,18535.0,329.0,33227.0,41176.0,669.0,-2872.0,-2519.0,-43.0,3.0,7.0,7.0,23420.0,28463.0,496.0,1.0,0.0,0.0,0.0,3.0
LOLTMNT06_96312,Red,1,IziDream,193.0,365.0,20.0,2.0,5.0,2.0,15919.0,18900.0,349.0,37365.0,44262.0,722.0,2872.0,2519.0,43.0,7.0,15.0,3.0,26292.0,30982.0,539.0,0.0,1.0,1.0,1.0,5.0
LOLTMNT01_190206,Blue,1,PSG Talon,1415.0,394.0,26.0,4.0,4.0,2.0,17086.0,19485.0,355.0,35296.0,41518.0,760.0,2242.0,-305.0,30.0,5.0,7.0,2.0,25632.0,30512.0,570.0,1.0,0.0,1.0,1.0,5.0
LOLTMNT01_190206,Red,0,Chiefs Esports Club,-1415.0,-394.0,-26.0,2.0,4.0,4.0,15671.0,19091.0,329.0,32244.0,43490.0,724.0,-2242.0,305.0,-30.0,2.0,4.0,5.0,23390.0,30817.0,540.0,0.0,1.0,0.0,0.0,1.0
LOLTMNT06_96315,Blue,1,Team Valiant,1303.0,247.0,43.0,1.0,1.0,0.0,16026.0,19630.0,369.0,39171.0,47112.0,763.0,3587.0,1172.0,55.0,5.0,14.0,0.0,25915.0,31213.0,575.0,1.0,0.0,1.0,1.0,4.0
LOLTMNT06_96315,Red,0,Lille Esport,-1303.0,-247.0,-43.0,0.0,0.0,1.0,14723.0,19383.0,326.0,31359.0,42978.0,688.0,-3587.0,-1172.0,-55.0,0.0,0.0,5.0,22328.0,30041.0,520.0,0.0,1.0,0.0,0.0,0.0
LOLTMNT01_189225,Blue,0,Chiefs Esports Club,-1079.0,-2294.0,-44.0,0.0,0.0,1.0,14394.0,17079.0,298.0,29908.0,38020.0,658.0,-1568.0,-2674.0,-58.0,0.0,0.0,1.0,22172.0,28022.0,503.0,0.0,0.0,0.0,0.0,3.0
LOLTMNT01_189225,Red,1,PSG Talon,1079.0,2294.0,44.0,1.0,1.0,0.0,15473.0,19373.0,342.0,36907.0,44766.0,724.0,1568.0,2674.0,58.0,1.0,1.0,0.0,23740.0,30696.0,561.0,1.0,1.0,1.0,1.0,4.0
LOLTMNT06_96344,Blue,0,Team Heretics,749.0,279.0,-2.0,1.0,1.0,0.0,15615.0,19376.0,342.0,33107.0,42571.0,773.0,1229.0,113.0,1.0,1.0,1.0,0.0,24142.0,30749.0,559.0,0.0,0.0,1.0,1.0,1.0
LOLTMNT06_96344,Red,1,Rogue,-749.0,-279.0,2.0,0.0,0.0,1.0,14866.0,19097.0,344.0,31845.0,42561.0,755.0,-1229.0,-113.0,-1.0,0.0,0.0,1.0,22913.0,30636.0,558.0,1.0,1.0,0.0,0.0,3.0
LOLTMNT06_96348,Blue,1,Team Vitality,-479.0,-438.0,-17.0,0.0,0.0,2.0,14949.0,18278.0,314.0,34585.0,40836.0,663.0,885.0,1390.0,-5.0,2.0,5.0,2.0,24510.0,29900.0,518.0,1.0,0.0,1.0,0.0,5.0
LOLTMNT06_96348,Red,0,Team BDS,479.0,438.0,17.0,2.0,3.0,0.0,15428.0,18716.0,331.0,32772.0,40269.0,690.0,-885.0,-1390.0,5.0,2.0,3.0,2.0,23625.0,28510.0,523.0,0.0,1.0,0.0,1.0,3.0
LOLTMNT06_95363,Blue,1,GiantX,-1144.0,-566.0,-10.0,2.0,3.0,2.0,15623.0,17726.0,306.0,33738.0,41621.0,716.0,-950.0,-249.0,-10.0,3.0,5.0,2.0,24031.0,29043.0,509.0,0.0,0.0,0.0,1.0,6.0
LOLTMNT06_95363,Red,0,SK Gaming,1144.0,566.0,10.0,2.0,4.0,2.0,16767.0,18292.0,316.0,34590.0,41154.0,706.0,950.0,249.0,10.0,2.0,4.0,3.0,24981.0,29292.0,519.0,1.0,1.0,1.0,0.0,7.0
LOLTMNT06_96368,Blue,1,Movistar KOI,-245.0,-416.0,-2.0,1.0,1.0,1.0,15263.0,18317.0,318.0,33766.0,40131.0,651.0,2325.0,1015.0,5.0,5.0,14.0,1.0,25502.0,28860.0,488.0,1.0,1.0,1.0,1.0,4.0
LOLTMNT06_96368,Red,0,Fnatic,245.0,416.0,2.0,1.0,2.0,1.0,15508.0,18733.0,320.0,31478.0,38368.0,668.0,-2325.0,-1015.0,-5.0,1.0,2.0,5.0,23177.0,27845.0,483.0,0.0,0.0,0.0,0.0,3.0
LOLTMNT06_95385,Blue,1,Karmine Corp,147.0,-1100.0,7.0,1.0,3.0,1.0,15593.0,17756.0,333.0,33522.0,39465.0,717.0,186.0,-1992.0,6.0,3.0,6.0,2.0,24364.0,28170.0,533.0,1.0,1.0,0.0,1.0,6.0
LOLTMNT06_95385,Red,0,G2 Esports,-147.0,1100.0,-7.0,1.0,1.0,1.0,15446.0,18856.0,326.0,34214.0,43634.0,728.0,-186.0,1992.0,-6.0,2.0,2.0,3.0,24178.0,30162.0,527.0,0.0,0.0,1.0,0.0,6.0
LOLTMNT03_187435,Blue,0,KT Rolster,-525.0,46.0,-15.0,1.0,2.0,1.0,15256.0,18935.0,336.0,31840.0,39532.0,665.0,-1160.0,-217.0,-24.0,2.0,3.0,3.0,24631.0,30797.0,543.0,0.0,0.0,0.0,1.0,6.0
LOLTMNT03_187435,Red,1,Hanwha Life Esports,525.0,-46.0,15.0,1.0,2.0,1.0,15781.0,18889.0,351.0,36426.0,43512.0,711.0,1160.0,217.0,24.0,3.0,6.0,2.0,25791.0,31014.0,567.0,1.0,1.0,1.0,0.0,8.0
LOLTMNT03_187440,Blue,0,KT Rolster,-1791.0,-1226.0,-51.0,0.0,0.0,2.0,14435.0,18048.0,311.0,30784.0,42079.0,689.0,-3102.0,-1294.0,-55.0,2.0,3.0,7.0,22510.0,28468.0,473.0,0.0,0.0,0.0,0.0,1.0
LOLTMNT03_187440,Red,1,Hanwha Life Esports,1791.0,1226.0,51.0,2.0,2.0,0.0,16226.0,19274.0,362.0,34661.0,43330.0,753.0,3102.0,1294.0,55.0,7.0,13.0,2.0,25612.0,29762.0,528.0,1.0,1.0,1.0,1.0,3.0
LOLTMNT03_187470,Blue,0,BNK FEARX,582.0,158.0,-10.0,4.0,9.0,1.0,16250.0,17878.0,298.0,33418.0,40607.0,664.0,293.0,-54.0,-23.0,4.0,9.0,1.0,24989.0,29180.0,506.0,0.0,0.0,1.0,0.0,6.0
LOLTMNT03_187470,Red,1,Gen.G,-582.0,-158.0,10.0,1.0,2.0,4.0,15668.0,17720.0,308.0,32598.0,40051.0,709.0,-293.0,54.0,23.0,1.0,2.0,4.0,24696.0,29234.0,529.0,1.0,1.0,0.0,1.0,9.0
LOLTMNT03_187471,Blue,0,BNK FEARX,-1034.0,332.0,18.0,2.0,6.0,4.0,15908.0,18733.0,330.0,33046.0,39696.0,671.0,-3683.0,-2674.0,-5.0,2.0,6.0,8.0,22861.0,27339.0,494.0,0.0,0.0,0.0,0.0,2.0
LOLTMNT03_187471,Red,1,Gen.G,1034.0,-332.0,-18.0,4.0,8.0,2.0,16942.0,18401.0,312.0,35672.0,45757.0,700.0,3683.0,2674.0,5.0,8.0,18.0,2.0,26544.0,30013.0,499.0,1.0,1.0,1.0,1.0,2.0
