gameid,side,result,teamname,goldat10,xpat10,csat10,goldat20,firsttower,firstdragon,firstherald,firstblood
LOLTMNT06_128698,Blue,0,G2 Esports,15561.0,19142.0,314.0,34440.0,1.0,1.0,0.0,0.0
LOLTMNT06_128698,Red,1,T1,15550.0,18965.0,329.0,36314.0,0.0,0.0,1.0,1.0
LOLTMNT06_128710,Blue,1,Gen.G,15215.0,18789.0,336.0,33479.0,0.0,1.0,1.0,0.0
LOLTMNT06_128710,Red,0,Anyone's Legend,15032.0,17957.0,325.0,31599.0,1.0,0.0,0.0,1.0
LOLTMNT06_128713,Blue,0,Anyone's Legend,14997.0,18762.0,342.0,32390.0,0.0,1.0,1.0,0.0
LOLTMNT06_128713,Red,1,Gen.G,15246.0,19113.0,341.0,36291.0,1.0,0.0,0.0,1.0
LOLTMNT06_129742,Blue,1,Anyone's Legend,15656.0,18756.0,318.0,37468.0,1.0,0.0,1.0,0.0
LOLTMNT06_129742,Red,0,Gen.G,16241.0,18451.0,331.0,33000.0,0.0,1.0,0.0,1.0
LOLTMNT06_129749,Blue,0,Gen.G,16512.0,19181.0,353.0,33771.0,1.0,0.0,0.0,1.0
LOLTMNT06_129749,Red,1,Anyone's Legend,16051.0,19830.0,351.0,34978.0,0.0,1.0,1.0,0.0
LOLTMNT06_128727,Blue,1,Gen.G,16692.0,18389.0,338.0,36105.0,0.0,0.0,1.0,1.0
LOLTMNT06_128727,Red,0,Anyone's Legend,15151.0,18295.0,323.0,31662.0,1.0,1.0,0.0,0.0
LOLTMNT01_264750,Blue,1,Gen.G,16680.0,19477.0,360.0,36513.0,1.0,0.0,1.0,0.0
LOLTMNT01_264750,Red,0,Hanwha Life Esports,16113.0,18542.0,340.0,31136.0,0.0,1.0,0.0,1.0
LOLTMNT01_264776,Blue,0,Hanwha Life Esports,15860.0,18103.0,336.0,34074.0,1.0,1.0,1.0,0.0
LOLTMNT01_264776,Red,1,Gen.G,16043.0,17426.0,303.0,33406.0,0.0,0.0,0.0,1.0
LOLTMNT01_266276,Blue,1,KT Rolster,14690.0,18226.0,322.0,34113.0,0.0,0.0,0.0,0.0
LOLTMNT01_266288,Red,1,KT Rolster,17196.0,18791.0,300.0,37301.0,1.0,1.0,0.0,0.0
LOLTMNT01_266736,Blue,0,T1,16997.0,20218.0,344.0,34578.0,1.0,1.0,1.0,0.0
LOLTMNT01_266736,Red,1,Gen.G,15935.0,18903.0,331.0,37311.0,0.0,0.0,0.0,1.0
LOLTMNT01_266753,Blue,1,T1,15416.0,18622.0,343.0,37407.0,1.0,0.0,1.0,0.0
LOLTMNT01_266753,Red,0,Gen.G,16107.0,18789.0,337.0,33833.0,0.0,1.0,0.0,1.0
LOLTMNT01_266767,Blue,0,Gen.G,15409.0,19443.0,353.0,31821.0,0.0,1.0,0.0,0.0
LOLTMNT01_266767,Red,1,T1,16487.0,19156.0,347.0,38645.0,1.0,0.0,1.0,1.0
LOLTMNT01_269192,Blue,1,Hanwha Life Esports,15838.0,17853.0,332.0,33110.0,1.0,1.0,1.0,0.0
LOLTMNT01_269192,Red,0,KT Rolster,15027.0,16837.0,293.0,31552.0,0.0,0.0,0.0,1.0
LOLTMNT01_269211,Blue,0,KT Rolster,15559.0,19181.0,358.0,32288.0,0.0,1.0,0.0,0.0
LOLTMNT01_269211,Red,1,Hanwha Life Esports,16252.0,20292.0,372.0,36476.0,1.0,0.0,1.0,1.0
LOLTMNT01_268760,Blue,0,PSG Talon,15777.0,19877.0,356.0,34666.0,1.0,0.0,1.0,1.0
LOLTMNT01_269280,Blue,0,PSG Talon,15611.0,18944.0,360.0,33394.0,0.0,0.0,1.0,0.0
LOLTMNT01_269407,Blue,1,FlyQuest,15629.0,19732.0,364.0,35596.0,1.0,1.0,1.0,1.0
LOLTMNT01_269416,Red,1,FlyQuest,15347.0,19966.0,352.0,36033.0,1.0,1.0,1.0,0.0
LOLTMNT01_270043,Blue,1,T1,16131.0,18747.0,355.0,34498.0,0.0,1.0,1.0,1.0
LOLTMNT01_270056,Red,1,T1,15406.0,18306.0,316.0,34527.0,1.0,1.0,1.0,1.0
LOLTMNT01_270113,Red,0,CTBC Flying Oyster,15764.0,19378.0,348.0,32932.0,0.0,0.0,0.0,0.0
LOLTMNT01_269655,Blue,1,CTBC Flying Oyster,14715.0,17981.0,325.0,32016.0,1.0,1.0,0.0,1.0
LOLTMNT01_270158,Red,1,CTBC Flying Oyster,15751.0,18943.0,343.0,35263.0,0.0,1.0,1.0,0.0
LOLTMNT01_269731,Red,0,Vivo Keyd Stars,16071.0,18891.0,329.0,33554.0,0.0,0.0,0.0,1.0
LOLTMNT01_269749,Blue,1,Vivo Keyd Stars,16686.0,18258.0,323.0,36779.0,0.0,1.0,1.0,1.0
LOLTMNT01_269756,Red,1,Vivo Keyd Stars,15524.0,17194.0,315.0,33379.0,0.0,1.0,0.0,0.0
LOLTMNT01_270271,Red,0,100 Thieves,15783.0,18902.0,339.0,34492.0,1.0,0.0,0.0,1.0
LOLTMNT01_270275,Blue,0,100 Thieves,16239.0,19496.0,347.0,33192.0,0.0,0.0,1.0,1.0
LOLTMNT01_271687,Blue,0,KT Rolster,15278.0,19120.0,353.0,31838.0,0.0,0.0,0.0,1.0
LOLTMNT01_271687,Red,1,T1,15611.0,19353.0,353.0,36352.0,1.0,1.0,1.0,0.0
LOLTMNT01_271704,Blue,0,KT Rolster,16020.0,18637.0,339.0,31936.0,0.0,0.0,0.0,0.0
LOLTMNT01_271704,Red,1,T1,16999.0,20181.0,357.0,39846.0,1.0,1.0,1.0,1.0
LOLTMNT01_273014,Red,1,Hanwha Life Esports,17222.0,19291.0,346.0,39984.0,1.0,1.0,1.0,1.0
LOLTMNT01_273023,Red,1,Hanwha Life Esports,16371.0,18907.0,334.0,35417.0,1.0,1.0,1.0,0.0
LOLTMNT01_272688,Blue,1,Gen.G,15942.0,19901.0,359.0,34324.0,1.0,0.0,1.0,1.0
LOLTMNT01_272688,Red,0,KT Rolster,15484.0,18001.0,335.0,33488.0,0.0,1.0,0.0,0.0
LOLTMNT01_272695,Blue,0,KT Rolster,15673.0,18790.0,351.0,34703.0,1.0,0.0,1.0,0.0
LOLTMNT01_272695,Red,1,Gen.G,15732.0,19348.0,333.0,33095.0,0.0,1.0,0.0,1.0
LOLTMNT01_273344,Blue,1,T1,15901.0,19194.0,318.0,32548.0,1.0,1.0,1.0,1.0
LOLTMNT01_273344,Red,0,Hanwha Life Esports,15432.0,18818.0,342.0,31644.0,0.0,0.0,0.0,0.0
LOLTMNT01_272834,Blue,0,Hanwha Life Esports,16723.0,18200.0,316.0,33516.0,0.0,0.0,0.0,0.0
LOLTMNT01_272834,Red,1,T1,17380.0,19541.0,345.0,39418.0,1.0,1.0,1.0,1.0
LOLTMNT02_290759,Blue,0,PSG Talon,14862.0,17865.0,308.0,33193.0,1.0,1.0,0.0,1.0
LOLTMNT02_290759,Red,1,CTBC Flying Oyster,15798.0,18821.0,336.0,35843.0,0.0,0.0,1.0,0.0
LOLTMNT02_290774,Blue,0,PSG Talon,15434.0,19450.0,351.0,33129.0,0.0,0.0,1.0,0.0
LOLTMNT02_290774,Red,1,CTBC Flying Oyster,16415.0,20305.0,380.0,34649.0,1.0,1.0,0.0,1.0
LOLTMNT05_145075,Red,1,Fnatic,16711.0,18496.0,329.0,32662.0,0.0,0.0,1.0,1.0
LOLTMNT05_145081,Red,0,Fnatic,15020.0,17251.0,308.0,34201.0,0.0,0.0,0.0,0.0
LOLTMNT05_146099,Blue,1,Fnatic,17318.0,18829.0,320.0,37568.0,1.0,0.0,1.0,1.0
LOLTMNT02_291885,Blue,0,100 Thieves,15602.0,17843.0,311.0,32544.0,0.0,0.0,0.0,0.0
LOLTMNT02_291885,Red,1,FlyQuest,15915.0,19253.0,331.0,36243.0,1.0,1.0,1.0,1.0
LOLTMNT02_291895,Blue,0,100 Thieves,16741.0,19674.0,318.0,34350.0,0.0,1.0,0.0,1.0
LOLTMNT02_291895,Red,1,FlyQuest,16390.0,18962.0,328.0,35058.0,1.0,0.0,1.0,0.0
LOLTMNT01_273430,Red,1,Gen.G,16280.0,19651.0,350.0,34022.0,0.0,1.0,1.0,1.0
LOLTMNT01_272927,Red,1,Gen.G,15744.0,18601.0,329.0,36428.0,1.0,0.0,0.0,1.0
LOLTMNT02_293142,Red,1,Vivo Keyd Stars,15188.0,18456.0,336.0,38992.0,0.0,1.0,1.0,0.0
LOLTMNT02_292203,Red,1,Vivo Keyd Stars,15276.0,18482.0,331.0,32809.0,1.0,0.0,0.0,1.0
LOLTMNT05_146170,Red,1,Fnatic,16069.0,20453.0,367.0,35999.0,1.0,1.0,1.0,1.0
LOLTMNT05_146172,Red,1,Fnatic,16490.0,20510.0,377.0,34712.0,1.0,0.0,1.0,1.0
LOLTMNT02_294403,Blue,1,Hanwha Life Esports,15642.0,18040.0,324.0,35642.0,1.0,1.0,0.0,0.0
LOLTMNT02_295361,Red,1,Hanwha Life Esports,16131.0,19958.0,363.0,34970.0,0.0,1.0,0.0,0.0
LOLTMNT02_295940,Blue,0,Gen.G,15115.0,19121.0,338.0,31641.0,0.0,0.0,1.0,0.0
LOLTMNT02_295940,Red,1,T1,16037.0,19941.0,362.0,34129.0,1.0,1.0,0.0,1.0
LOLTMNT02_295962,Blue,1,Gen.G,16386.0,19286.0,340.0,38741.0,1.0,0.0,1.0,0.0
LOLTMNT02_295962,Red,0,T1,16725.0,19396.0,347.0,34632.0,0.0,1.0,0.0,1.0
LOLTMNT02_295986,Blue,0,T1,15697.0,19669.0,327.0,32170.0,0.0,1.0,1.0,1.0
LOLTMNT02_295986,Red,1,Gen.G,16252.0,19293.0,327.0,35787.0,1.0,0.0,0.0,0.0
LOLTMNT02_296450,Blue,0,KT Rolster,15232.0,17894.0,323.0,32084.0,0.0,1.0,1.0,1.0
LOLTMNT02_296450,Red,1,Hanwha Life Esports,15702.0,17957.0,325.0,32842.0,1.0,0.0,0.0,0.0
LOLTMNT02_296483,Blue,0,KT Rolster,17064.0,18819.0,334.0,35742.0,0.0,1.0,0.0,1.0
LOLTMNT02_296483,Red,1,Hanwha Life Esports,16357.0,18662.0,315.0,35803.0,1.0,0.0,1.0,0.0
LOLTMNT02_297840,Red,1,T1,16915.0,18947.0,332.0,36328.0,1.0,1.0,0.0,1.0
LOLTMNT02_297863,Red,1,T1,15801.0,18836.0,329.0,37956.0,1.0,1.0,1.0,0.0
LOLTMNT02_296951,Blue,0,PSG Talon,14558.0,17673.0,321.0,30879.0,0.0,0.0,0.0,0.0
LOLTMNT02_297941,Blue,0,PSG Talon,17947.0,19651.0,351.0,34944.0,1.0,1.0,0.0,1.0
LOLTMNT05_146696,Blue,1,G2 Esports,16054.0,18841.0,339.0,36099.0,1.0,0.0,1.0,1.0
LOLTMNT02_299001,Blue,0,Vivo Keyd Stars,15239.0,19204.0,349.0,32005.0,0.0,0.0,0.0,0.0
LOLTMNT02_299012,Blue,1,Vivo Keyd Stars,16113.0,19388.0,332.0,34777.0,0.0,0.0,1.0,1.0
LOLTMNT05_146700,Blue,1,G2 Esports,16776.0,19433.0,335.0,36105.0,1.0,1.0,1.0,1.0
LOLTMNT02_299022,Blue,0,Vivo Keyd Stars,15040.0,18983.0,353.0,31332.0,0.0,0.0,0.0,1.0
LOLTMNT05_146705,Blue,0,Movistar KOI,16039.0,19527.0,341.0,33830.0,1.0,0.0,0.0,0.0
LOLTMNT05_145693,Blue,1,Movistar KOI,15428.0,19348.0,351.0,33483.0,1.0,1.0,1.0,0.0
LOLTMNT05_146708,Red,1,Movistar KOI,15607.0,19627.0,355.0,32337.0,1.0,1.0,1.0,0.0
LOLTMNT02_299125,Red,1,100 Thieves,16791.0,19598.0,349.0,35827.0,0.0,0.0,1.0,0.0
LOLTMNT02_299145,Blue,0,100 Thieves,15682.0,18898.0,340.0,34097.0,0.0,0.0,1.0,0.0
LOLTMNT02_299161,Red,0,100 Thieves,15525.0,17483.0,314.0,31292.0,0.0,1.0,0.0,0.0
LOLTMNT02_299175,Blue,1,FlyQuest,16440.0,19478.0,328.0,35506.0,1.0,0.0,1.0,0.0
LOLTMNT02_299179,Red,1,FlyQuest,16056.0,19567.0,332.0,35446.0,0.0,1.0,0.0,1.0
LOLTMNT02_298258,Blue,0,KT Rolster,15555.0,19375.0,346.0,33856.0,0.0,1.0,1.0,0.0
LOLTMNT02_298258,Red,1,Gen.G,17656.0,20540.0,364.0,37751.0,1.0,0.0,0.0,1.0
LOLTMNT02_299237,Blue,0,KT Rolster,15382.0,19281.0,350.0,30584.0,0.0,0.0,0.0,0.0
LOLTMNT02_299237,Red,1,Gen.G,16058.0,19602.0,362.0,33182.0,1.0,1.0,1.0,1.0
LOLTMNT02_299385,Red,1,CTBC Flying Oyster,15217.0,19403.0,349.0,35661.0,1.0,1.0,1.0,0.0
LOLTMNT02_299427,Red,1,CTBC Flying Oyster,17243.0,19794.0,354.0,39505.0,1.0,1.0,1.0,0.0
LOLTMNT05_146756,Blue,1,Fnatic,17299.0,19960.0,367.0,36074.0,1.0,0.0,1.0,1.0
LOLTMNT05_146759,Blue,1,Fnatic,16087.0,19883.0,358.0,34479.0,1.0,1.0,1.0,1.0
LOLTMNT05_146760,Red,0,Movistar KOI,15209.0,19322.0,359.0,33529.0,1.0,1.0,0.0,0.0
LOLTMNT05_146765,Blue,1,Movistar KOI,15397.0,18726.0,346.0,36065.0,1.0,1.0,1.0,0.0
LOLTMNT05_145755,Red,0,Movistar KOI,15549.0,19277.0,361.0,34347.0,1.0,0.0,1.0,1.0
LOLTMNT02_301617,Blue,1,T1,15674.0,18254.0,328.0,37631.0,1.0,1.0,1.0,1.0
LOLTMNT02_301617,Red,0,KT Rolster,15099.0,17023.0,308.0,32055.0,0.0,0.0,0.0,0.0
LOLTMNT02_301624,Blue,0,KT Rolster,16069.0,17874.0,314.0,32945.0,0.0,0.0,0.0,1.0
LOLTMNT02_301624,Red,1,T1,17310.0,18576.0,339.0,39017.0,1.0,1.0,1.0,0.0
LOLTMNT02_301984,Blue,1,Gen.G,16199.0,18850.0,343.0,41370.0,1.0,1.0,1.0,0.0
LOLTMNT02_301999,Red,1,Gen.G,19596.0,20382.0,355.0,45597.0,1.0,1.0,1.0,1.0
LOLTMNT02_303069,Blue,0,Hanwha Life Esports,16257.0,18629.0,324.0,32461.0,0.0,0.0,0.0,1.0
LOLTMNT02_303069,Red,1,T1,15538.0,18657.0,334.0,32928.0,1.0,1.0,1.0,0.0
LOLTMNT03_280451,Blue,0,PSG Talon,15279.0,18580.0,334.0,33344.0,1.0,0.0,1.0,0.0
LOLTMNT02_302301,Blue,0,Hanwha Life Esports,15870.0,19089.0,352.0,34249.0,0.0,0.0,0.0,1.0
LOLTMNT02_302301,Red,1,T1,15516.0,19115.0,360.0,33811.0,1.0,1.0,1.0,0.0
LOLTMNT03_280467,Red,0,PSG Talon,15858.0,18833.0,344.0,32927.0,0.0,1.0,0.0,0.0
LOLTMNT02_303137,Red,1,KT Rolster,15183.0,18634.0,342.0,34889.0,0.0,1.0,1.0,1.0
LOLTMNT02_303138,Red,0,KT Rolster,14611.0,17634.0,314.0,32845.0,0.0,0.0,0.0,0.0
LOLTMNT02_303139,Blue,1,KT Rolster,16991.0,19156.0,329.0,37001.0,1.0,1.0,1.0,0.0
LOLTMNT03_281671,Blue,1,CTBC Flying Oyster,16719.0,19822.0,350.0,36798.0,1.0,0.0,1.0,0.0
LOLTMNT03_280679,Red,0,CTBC Flying Oyster,14964.0,18014.0,328.0,32313.0,1.0,0.0,1.0,0.0
LOLTMNT03_280688,Blue,1,CTBC Flying Oyster,15851.0,19110.0,349.0,33230.0,1.0,1.0,1.0,1.0
LOLTMNT06_133372,Blue,1,Movistar KOI,15856.0,19195.0,346.0,33383.0,0.0,0.0,1.0,1.0
LOLTMNT06_133374,Red,1,Movistar KOI,15171.0,17871.0,313.0,33761.0,1.0,1.0,1.0,0.0
LOLTMNT03_280786,Blue,1,Vivo Keyd Stars,15754.0,18664.0,326.0,34384.0,1.0,0.0,1.0,1.0
LOLTMNT03_281799,Red,1,Vivo Keyd Stars,16263.0,19171.0,348.0,33811.0,1.0,1.0,0.0,1.0
LOLTMNT03_280803,Red,1,Vivo Keyd Stars,16505.0,20384.0,363.0,36806.0,1.0,1.0,0.0,1.0
LOLTMNT02_302438,Blue,0,Hanwha Life Esports,16023.0,19518.0,358.0,33034.0,1.0,0.0,1.0,1.0
LOLTMNT02_302438,Red,1,Gen.G,16138.0,19231.0,349.0,35262.0,0.0,1.0,0.0,0.0
LOLTMNT02_303218,Blue,1,Hanwha Life Esports,15584.0,19419.0,328.0,35939.0,1.0,0.0,1.0,0.0
LOLTMNT02_303218,Red,0,Gen.G,16694.0,18896.0,339.0,33585.0,0.0,1.0,0.0,1.0
LOLTMNT02_303220,Blue,1,Gen.G,16578.0,19946.0,364.0,35612.0,0.0,0.0,1.0,1.0
LOLTMNT02_303220,Red,0,Hanwha Life Esports,15644.0,19789.0,353.0,32528.0,1.0,1.0,0.0,0.0
LOLTMNT03_281922,Blue,1,PSG Talon,16288.0,18619.0,348.0,36497.0,1.0,0.0,1.0,0.0
LOLTMNT03_281932,Red,1,PSG Talon,15933.0,19365.0,360.0,33184.0,0.0,0.0,0.0,1.0
LOLTMNT06_132464,Blue,0,Fnatic,15932.0,18771.0,349.0,32218.0,0.0,1.0,1.0,1.0
LOLTMNT06_132464,Red,1,G2 Esports,15290.0,19037.0,343.0,34922.0,1.0,0.0,0.0,0.0
LOLTMNT06_133477,Blue,0,Fnatic,15788.0,18177.0,324.0,32301.0,0.0,1.0,1.0,1.0
LOLTMNT06_133477,Red,1,G2 Esports,15251.0,18539.0,334.0,32797.0,1.0,0.0,0.0,0.0
LOLTMNT03_282144,Blue,1,FlyQuest,16044.0,19800.0,341.0,34288.0,1.0,0.0,1.0,0.0
LOLTMNT03_282158,Red,1,FlyQuest,16210.0,17989.0,323.0,34031.0,1.0,1.0,0.0,0.0
LOLTMNT03_283147,Red,1,FlyQuest,16107.0,19170.0,328.0,35369.0,1.0,1.0,0.0,0.0
LOLTMNT06_133511,Blue,1,G2 Esports,15306.0,19031.0,340.0,32434.0,0.0,0.0,1.0,0.0
LOLTMNT06_133519,Blue,1,G2 Esports,15503.0,19121.0,333.0,36034.0,1.0,0.0,0.0,1.0
LOLTMNT03_284142,Blue,1,Gen.G,15674.0,19425.0,335.0,33024.0,1.0,0.0,0.0,1.0
LOLTMNT03_284170,Red,1,Gen.G,16170.0,19610.0,345.0,39706.0,1.0,1.0,1.0,1.0
LOLTMNT03_284605,Blue,1,KT Rolster,16866.0,20190.0,349.0,33828.0,0.0,1.0,1.0,1.0
LOLTMNT03_284605,Red,0,Hanwha Life Esports,15319.0,20089.0,359.0,34908.0,1.0,0.0,0.0,0.0
LOLTMNT03_285537,Blue,1,Hanwha Life Esports,15738.0,19247.0,346.0,34516.0,0.0,0.0,0.0,0.0
LOLTMNT03_285537,Red,0,KT Rolster,16525.0,19660.0,342.0,34976.0,1.0,1.0,1.0,1.0
LOLTMNT03_285549,Blue,0,KT Rolster,15859.0,19484.0,339.0,31750.0,0.0,0.0,0.0,0.0
LOLTMNT03_285549,Red,1,Hanwha Life Esports,15614.0,18644.0,330.0,35815.0,1.0,1.0,1.0,1.0
LOLTMNT03_287069,Red,1,T1,16078.0,18953.0,357.0,32908.0,0.0,1.0,1.0,1.0
LOLTMNT03_287081,Red,0,T1,16004.0,19312.0,350.0,32454.0,0.0,1.0,0.0,0.0
LOLTMNT03_286147,Blue,1,PSG Talon,15195.0,18759.0,351.0,35060.0,1.0,0.0,1.0,0.0
LOLTMNT03_287101,Blue,1,T1,16766.0,18464.0,331.0,37179.0,1.0,1.0,1.0,1.0
LOLTMNT03_287110,Blue,1,PSG Talon,15581.0,18506.0,329.0,35719.0,0.0,0.0,1.0,1.0
LOLTMNT03_286201,Blue,1,CTBC Flying Oyster,16423.0,18166.0,307.0,36150.0,1.0,1.0,0.0,1.0
LOLTMNT03_286227,Red,1,CTBC Flying Oyster,15645.0,18803.0,337.0,35648.0,1.0,0.0,0.0,1.0
LOLTMNT03_286946,Blue,0,Hanwha Life Esports,15656.0,19148.0,348.0,33088.0,0.0,0.0,0.0,1.0
LOLTMNT03_286946,Red,1,Gen.G,16124.0,19921.0,367.0,36598.0,1.0,1.0,1.0,0.0
LOLTMNT03_286952,Blue,1,Hanwha Life Esports,15067.0,17365.0,325.0,32947.0,1.0,1.0,1.0,1.0
LOLTMNT03_286952,Red,0,Gen.G,14850.0,17599.0,322.0,31681.0,0.0,0.0,0.0,0.0
LOLTMNT03_287529,Blue,1,Gen.G,16138.0,19762.0,366.0,37093.0,1.0,0.0,1.0,1.0
LOLTMNT03_287529,Red,0,Hanwha Life Esports,15099.0,18777.0,352.0,31575.0,0.0,1.0,0.0,0.0
LOLTMNT03_288450,Blue,1,KT Rolster,15996.0,20470.0,349.0,31617.0,0.0,1.0,1.0,0.0
LOLTMNT03_288450,Red,0,T1,15744.0,19183.0,351.0,35409.0,1.0,0.0,0.0,1.0
LOLTMNT03_288467,Blue,0,T1,14965.0,18326.0,322.0,31734.0,0.0,0.0,0.0,0.0
LOLTMNT03_288467,Red,1,KT Rolster,16095.0,19352.0,338.0,38900.0,1.0,1.0,1.0,1.0
LOLTMNT03_289318,Red,1,100 Thieves,15740.0,19523.0,335.0,32359.0,0.0,0.0,0.0,1.0
LOLTMNT03_288797,Red,1,100 Thieves,15793.0,18646.0,329.0,35860.0,1.0,1.0,1.0,0.0
LOLTMNT03_289343,Red,0,100 Thieves,15241.0,18613.0,317.0,34274.0,0.0,0.0,0.0,0.0
LOLTMNT03_289350,Blue,1,100 Thieves,15651.0,19345.0,349.0,32830.0,0.0,1.0,0.0,1.0
LOLTMNT06_134147,Red,1,G2 Esports,16706.0,19126.0,333.0,36776.0,1.0,1.0,1.0,1.0
LOLTMNT06_133782,Blue,1,G2 Esports,15521.0,19904.0,357.0,32982.0,1.0,0.0,1.0,0.0
LOLTMNT06_133844,Red,1,Movistar KOI,15539.0,18857.0,354.0,31476.0,0.0,1.0,0.0,0.0
LOLTMNT06_133849,Blue,1,Movistar KOI,16042.0,18493.0,332.0,36409.0,1.0,0.0,1.0,1.0
LOLTMNT03_292093,Blue,1,T1,16092.0,18878.0,337.0,35850.0,1.0,0.0,1.0,1.0
LOLTMNT03_292093,Red,0,Hanwha Life Esports,15946.0,19005.0,360.0,32299.0,0.0,1.0,0.0,0.0
LOLTMNT03_292099,Blue,1,Hanwha Life Esports,16663.0,19247.0,338.0,32539.0,1.0,1.0,0.0,1.0
LOLTMNT03_292099,Red,0,T1,15972.0,18881.0,357.0,37557.0,0.0,0.0,1.0,0.0
LOLTMNT03_291552,Blue,1,T1,16590.0,19780.0,351.0,37168.0,1.0,0.0,1.0,0.0
LOLTMNT03_291552,Red,0,Hanwha Life Esports,16268.0,19250.0,350.0,33446.0,0.0,1.0,0.0,1.0
LOLTMNT03_293145,Blue,1,Gen.G,15904.0,19005.0,327.0,36729.0,1.0,0.0,1.0,1.0
LOLTMNT03_293145,Red,0,KT Rolster,14607.0,18192.0,317.0,33056.0,0.0,1.0,0.0,0.0
LOLTMNT03_293167,Blue,0,KT Rolster,16961.0,18783.0,333.0,34295.0,1.0,0.0,0.0,1.0
LOLTMNT03_293167,Red,1,Gen.G,17392.0,18998.0,325.0,34980.0,0.0,1.0,1.0,0.0
LOLTMNT03_293418,Blue,1,Hanwha Life Esports,15818.0,18068.0,327.0,33285.0,1.0,1.0,1.0,1.0
LOLTMNT03_294428,Red,1,Hanwha Life Esports,16609.0,18980.0,345.0,37274.0,1.0,1.0,1.0,0.0
LOLTMNT03_293580,Blue,1,T1,15790.0,19224.0,336.0,34343.0,1.0,1.0,1.0,0.0
LOLTMNT03_293580,Red,0,Gen.G,16915.0,20567.0,364.0,37151.0,0.0,0.0,0.0,1.0
LOLTMNT03_293583,Blue,1,Gen.G,17771.0,19987.0,350.0,41762.0,0.0,1.0,1.0,0.0
LOLTMNT03_293583,Red,0,T1,16538.0,18428.0,349.0,35046.0,1.0,0.0,0.0,1.0
LOLTMNT03_294600,Blue,0,T1,15918.0,18308.0,338.0,33356.0,1.0,0.0,0.0,1.0
LOLTMNT03_294600,Red,1,Gen.G,15847.0,19244.0,368.0,35672.0,0.0,1.0,1.0,0.0
LOLTMNT01_278845,Red,1,100 Thieves,15112.0,19160.0,338.0,32814.0,0.0,1.0,0.0,0.0
LOLTMNT01_278856,Red,1,100 Thieves,15934.0,18956.0,360.0,32492.0,1.0,0.0,0.0,0.0
LOLTMNT01_279570,Red,1,100 Thieves,14957.0,18787.0,328.0,35773.0,1.0,1.0,0.0,0.0
LOLTMNT03_294914,Red,1,KT Rolster,15898.0,19739.0,367.0,35558.0,0.0,1.0,0.0,1.0
LOLTMNT03_294918,Red,1,KT Rolster,16117.0,18707.0,329.0,38113.0,1.0,1.0,0.0,0.0
LOLTMNT01_278985,Red,0,Vivo Keyd Stars,15734.0,19197.0,355.0,34154.0,1.0,1.0,0.0,0.0
LOLTMNT01_279672,Blue,1,Vivo Keyd Stars,15355.0,18506.0,325.0,34235.0,0.0,0.0,0.0,1.0
LOLTMNT01_279682,Blue,1,Vivo Keyd Stars,16412.0,19082.0,341.0,35959.0,0.0,0.0,1.0,1.0
LOLTMNT01_280013,Blue,1,Vivo Keyd Stars,16822.0,19121.0,322.0,37425.0,1.0,0.0,1.0,1.0
LOLTMNT01_279707,Blue,1,FlyQuest,15334.0,19655.0,343.0,33470.0,1.0,0.0,0.0,1.0
LOLTMNT01_280063,Blue,0,FlyQuest,15208.0,19050.0,326.0,31831.0,0.0,0.0,1.0,1.0
LOLTMNT01_279725,Blue,1,FlyQuest,16859.0,19329.0,333.0,37204.0,1.0,0.0,0.0,1.0
LOLTMNT01_279732,Blue,1,FlyQuest,15585.0,19936.0,346.0,35048.0,1.0,1.0,0.0,0.0
LOLTMNT01_282381,Red,1,PSG Talon,16223.0,19792.0,351.0,35689.0,1.0,1.0,1.0,1.0
LOLTMNT01_283051,Red,1,PSG Talon,16830.0,18644.0,326.0,37774.0,1.0,0.0,1.0,1.0
LOLTMNT01_283382,Red,1,100 Thieves,15728.0,19505.0,356.0,32760.0,0.0,1.0,0.0,1.0
LOLTMNT01_283399,Red,0,100 Thieves,15219.0,18375.0,334.0,32550.0,1.0,1.0,0.0,0.0
LOLTMNT01_283408,Blue,1,100 Thieves,16437.0,19631.0,356.0,33560.0,1.0,1.0,0.0,1.0
LOLTMNT01_283424,Red,0,100 Thieves,15687.0,19877.0,363.0,33137.0,0.0,1.0,0.0,1.0
LOLTMNT01_283432,Blue,1,100 Thieves,15268.0,19366.0,360.0,33039.0,1.0,1.0,1.0,0.0
LOLTMNT01_283556,Blue,0,CTBC Flying Oyster,16533.0,19392.0,340.0,34822.0,1.0,0.0,1.0,0.0
LOLTMNT01_282974,Blue,1,CTBC Flying Oyster,16047.0,19925.0,354.0,36457.0,1.0,0.0,1.0,1.0
LOLTMNT01_284017,Red,1,CTBC Flying Oyster,15969.0,18015.0,319.0,36220.0,1.0,1.0,1.0,1.0
LOLTMNT01_284084,Red,1,PSG Talon,15974.0,18819.0,306.0,33479.0,0.0,0.0,0.0,1.0
LOLTMNT01_283744,Blue,1,PSG Talon,17294.0,19288.0,316.0,36663.0,0.0,0.0,0.0,1.0
LOLTMNT01_284517,Red,1,100 Thieves,15816.0,19611.0,351.0,35513.0,0.0,1.0,1.0,0.0
LOLTMNT01_284573,Blue,1,100 Thieves,15798.0,19424.0,337.0,32980.0,1.0,0.0,1.0,0.0
LOLTMNT01_284603,Red,1,100 Thieves,15966.0,19488.0,340.0,31823.0,1.0,1.0,0.0,0.0
