gameid,side,result,teamname,goldat10,xpat10,csat10,goldat20,firsttower,firstdragon,firstherald,firstblood
LOLTMNT04_106898,Blue,1,Movistar KOI,15718.0,19576.0,347.0,32654.0,1.0,1.0,1.0,1.0
LOLTMNT01_237541,Red,1,Hanwha Life Esports,15309.0,18276.0,353.0,33560.0,0.0,0.0,1.0,0.0
LOLTMNT01_238088,Red,1,Hanwha Life Esports,16951.0,20406.0,374.0,37760.0,1.0,1.0,0.0,1.0
LOLTMNT01_238405,Blue,1,Gen.G,16865.0,18367.0,332.0,40364.0,1.0,0.0,1.0,0.0
LOLTMNT01_238405,Red,0,KT Rolster,15621.0,19069.0,328.0,30930.0,0.0,1.0,0.0,1.0
LOLTMNT01_237861,Blue,0,KT Rolster,14955.0,19015.0,325.0,32782.0,0.0,0.0,0.0,0.0
LOLTMNT01_237861,Red,1,Gen.G,16169.0,19335.0,357.0,34153.0,1.0,1.0,1.0,1.0
LOLTMNT01_238751,Blue,1,T1,15893.0,18747.0,331.0,35772.0,1.0,0.0,1.0,1.0
LOLTMNT01_238758,Red,1,T1,16277.0,19562.0,356.0,39839.0,1.0,1.0,1.0,0.0
LOLTMNT01_239267,Blue,1,Hanwha Life Esports,16763.0,18827.0,328.0,38165.0,1.0,0.0,1.0,0.0
LOLTMNT01_239278,Red,1,Hanwha Life Esports,18733.0,18431.0,322.0,39381.0,1.0,1.0,1.0,1.0
LOLTMNT01_239481,Blue,1,Gen.G,16108.0,19706.0,363.0,33010.0,1.0,0.0,0.0,1.0
LOLTMNT01_239496,Blue,1,Gen.G,15532.0,18109.0,324.0,35213.0,0.0,1.0,1.0,0.0
LOLTMNT02_252876,Red,1,CTBC Flying Oyster,15275.0,18369.0,325.0,35068.0,1.0,1.0,1.0,1.0
LOLTMNT02_252914,Red,1,CTBC Flying Oyster,15341.0,18148.0,307.0,32765.0,1.0,0.0,0.0,0.0
LOLTMNT05_130051,Blue,1,Fnatic,15675.0,19185.0,333.0,34227.0,1.0,0.0,1.0,0.0
LOLTMNT05_130052,Blue,1,Fnatic,16674.0,19588.0,331.0,33914.0,0.0,0.0,0.0,1.0
LOLTMNT02_255058,Blue,1,FlyQuest,16025.0,19318.0,346.0,35330.0,1.0,1.0,0.0,1.0
LOLTMNT02_255072,Red,0,FlyQuest,15252.0,19471.0,346.0,31978.0,1.0,1.0,0.0,0.0
LOLTMNT02_255088,Blue,1,FlyQuest,15897.0,19286.0,342.0,33601.0,0.0,1.0,1.0,0.0
LOLTMNT01_240296,Blue,0,KT Rolster,15403.0,19379.0,366.0,31343.0,0.0,1.0,0.0,0.0
LOLTMNT01_240296,Red,1,T1,16075.0,20266.0,380.0,39522.0,1.0,0.0,1.0,1.0
LOLTMNT01_240300,Blue,0,KT Rolster,16034.0,18814.0,310.0,35523.0,1.0,1.0,1.0,1.0
LOLTMNT01_240300,Red,1,T1,17064.0,19627.0,350.0,35046.0,0.0,0.0,0.0,0.0
LOLTMNT02_256268,Blue,0,PSG Talon,14978.0,17977.0,306.0,33588.0,0.0,1.0,0.0,0.0
LOLTMNT02_256301,Blue,0,PSG Talon,15446.0,18883.0,336.0,31826.0,1.0,0.0,0.0,1.0
LOLTMNT02_255362,Red,1,Vivo Keyd Stars,15353.0,19707.0,349.0,36238.0,0.0,1.0,0.0,0.0
LOLTMNT02_255378,Red,0,Vivo Keyd Stars,15038.0,19211.0,347.0,32538.0,1.0,1.0,0.0,0.0
LOLTMNT05_131093,Blue,1,G2 Esports,15704.0,18817.0,352.0,37236.0,1.0,1.0,1.0,1.0
LOLTMNT02_255397,Blue,0,Vivo Keyd Stars,16393.0,19101.0,346.0,34052.0,0.0,0.0,1.0,1.0
LOLTMNT05_130088,Blue,1,G2 Esports,15902.0,18893.0,324.0,36134.0,1.0,0.0,1.0,1.0
LOLTMNT02_256435,Blue,1,100 Thieves,16542.0,18788.0,342.0,34636.0,0.0,1.0,0.0,1.0
LOLTMNT02_256446,Red,1,100 Thieves,15625.0,19645.0,357.0,33634.0,1.0,1.0,0.0,1.0
LOLTMNT05_131176,Blue,1,Fnatic,16902.0,18990.0,359.0,37771.0,1.0,1.0,1.0,1.0
LOLTMNT05_131180,Red,1,Fnatic,15644.0,20301.0,363.0,36269.0,0.0,1.0,0.0,0.0
LOLTMNT05_131182,Blue,1,Movistar KOI,16318.0,19171.0,368.0,39694.0,1.0,0.0,1.0,1.0
LOLTMNT05_130177,Red,1,Movistar KOI,15846.0,18642.0,330.0,37856.0,1.0,1.0,1.0,1.0
LOLTMNT02_258702,Red,1,KT Rolster,15813.0,20285.0,364.0,33542.0,0.0,1.0,1.0,0.0
LOLTMNT02_258765,Red,1,KT Rolster,16943.0,18318.0,322.0,36046.0,1.0,0.0,1.0,1.0
LOLTMNT02_260233,Blue,1,T1,16052.0,19362.0,356.0,35051.0,1.0,1.0,0.0,1.0
LOLTMNT02_259265,Red,1,T1,17247.0,17895.0,297.0,38459.0,1.0,1.0,1.0,1.0
LOLTMNT02_260299,Red,1,Gen.G,15585.0,17694.0,330.0,32747.0,1.0,1.0,1.0,1.0
LOLTMNT02_259331,Red,1,Gen.G,17479.0,18623.0,326.0,42472.0,1.0,0.0,1.0,1.0
LOLTMNT02_259995,Red,1,KT Rolster,16398.0,19565.0,356.0,37559.0,1.0,1.0,0.0,1.0
LOLTMNT02_261033,Red,1,KT Rolster,17180.0,19790.0,358.0,39448.0,1.0,1.0,1.0,1.0
LOLTMNT02_260974,Red,1,Hanwha Life Esports,17542.0,18909.0,321.0,36924.0,0.0,1.0,0.0,0.0
LOLTMNT02_260988,Red,1,Hanwha Life Esports,16584.0,18853.0,339.0,33797.0,0.0,0.0,0.0,1.0
LOLTMNT02_262700,Red,1,T1,15422.0,18816.0,333.0,32976.0,0.0,0.0,0.0,0.0
LOLTMNT02_261703,Red,1,T1,17353.0,19343.0,348.0,37286.0,1.0,1.0,1.0,1.0
LOLTMNT02_262780,Blue,1,Gen.G,16492.0,20295.0,381.0,35456.0,1.0,1.0,1.0,1.0
LOLTMNT02_262815,Red,1,Gen.G,16133.0,19560.0,335.0,32923.0,0.0,1.0,0.0,1.0
LOLTMNT02_262892,Red,0,PSG Talon,15009.0,18508.0,343.0,31446.0,0.0,1.0,0.0,0.0
LOLTMNT02_261905,Blue,1,PSG Talon,15568.0,17673.0,305.0,34821.0,1.0,1.0,1.0,0.0
LOLTMNT02_261922,Blue,1,PSG Talon,14911.0,18675.0,332.0,34797.0,1.0,1.0,1.0,0.0
LOLTMNT05_130653,Red,1,G2 Esports,15381.0,19332.0,360.0,33926.0,1.0,1.0,1.0,0.0
LOLTMNT05_130654,Blue,1,G2 Esports,16071.0,19305.0,370.0,34900.0,1.0,0.0,1.0,0.0
LOLTMNT02_263052,Red,1,Vivo Keyd Stars,15783.0,19491.0,351.0,33410.0,1.0,1.0,1.0,0.0
LOLTMNT02_263066,Blue,1,Vivo Keyd Stars,16152.0,19838.0,343.0,35927.0,1.0,1.0,1.0,1.0
LOLTMNT02_263190,Red,1,100 Thieves,15161.0,19488.0,349.0,34606.0,1.0,1.0,1.0,0.0
LOLTMNT02_263200,Red,0,100 Thieves,17074.0,18525.0,331.0,32698.0,1.0,0.0,0.0,1.0
LOLTMNT02_263222,Blue,0,100 Thieves,15574.0,18886.0,365.0,33508.0,1.0,1.0,0.0,0.0
LOLTMNT02_264288,Blue,1,Hanwha Life Esports,15969.0,19339.0,344.0,36141.0,1.0,0.0,1.0,0.0
LOLTMNT02_263459,Red,1,Hanwha Life Esports,15763.0,19225.0,346.0,35143.0,1.0,1.0,0.0,1.0
LOLTMNT02_264363,Blue,1,CTBC Flying Oyster,15868.0,19002.0,344.0,36101.0,1.0,0.0,0.0,1.0
LOLTMNT02_263535,Red,1,CTBC Flying Oyster,17388.0,20382.0,362.0,40282.0,1.0,0.0,1.0,0.0
LOLTMNT05_131765,Blue,1,G2 Esports,17238.0,19645.0,356.0,34644.0,0.0,0.0,1.0,1.0
LOLTMNT05_130732,Red,0,G2 Esports,15113.0,18835.0,333.0,31637.0,0.0,1.0,0.0,1.0
LOLTMNT05_130733,Blue,0,G2 Esports,16382.0,19302.0,344.0,34333.0,1.0,1.0,0.0,0.0
LOLTMNT02_264596,Blue,1,FlyQuest,16822.0,18887.0,340.0,35839.0,1.0,1.0,1.0,1.0
LOLTMNT02_264603,Red,1,FlyQuest,15866.0,19419.0,357.0,34078.0,1.0,1.0,0.0,1.0
LOLTMNT05_131801,Red,1,Movistar KOI,16867.0,19025.0,340.0,34725.0,1.0,0.0,1.0,1.0
LOLTMNT05_131808,Red,1,Movistar KOI,16008.0,18648.0,321.0,33561.0,0.0,1.0,1.0,1.0
LOLTMNT02_268237,Blue,0,KT Rolster,14718.0,18974.0,337.0,33251.0,1.0,0.0,0.0,0.0
LOLTMNT02_268237,Red,1,Hanwha Life Esports,16128.0,19738.0,394.0,36944.0,0.0,1.0,1.0,1.0
LOLTMNT02_268242,Blue,1,KT Rolster,16224.0,19455.0,323.0,34679.0,0.0,1.0,1.0,0.0
LOLTMNT02_268242,Red,0,Hanwha Life Esports,15723.0,18716.0,321.0,33435.0,1.0,0.0,0.0,1.0
LOLTMNT02_268252,Blue,0,Hanwha Life Esports,16076.0,18958.0,351.0,35392.0,1.0,0.0,1.0,1.0
LOLTMNT02_268252,Red,1,KT Rolster,16584.0,18068.0,302.0,34042.0,0.0,1.0,0.0,0.0
LOLTMNT02_268294,Blue,1,T1,15190.0,18952.0,349.0,34478.0,1.0,0.0,1.0,1.0
LOLTMNT02_268312,Red,0,T1,15209.0,18452.0,356.0,31866.0,0.0,1.0,0.0,0.0
LOLTMNT02_268334,Blue,1,T1,15898.0,18781.0,345.0,33961.0,1.0,0.0,1.0,0.0
LOLTMNT03_236412,Blue,1,PSG Talon,15280.0,18533.0,336.0,33097.0,1.0,0.0,1.0,0.0
LOLTMNT02_267812,Red,1,Gen.G,16714.0,19143.0,339.0,36354.0,0.0,0.0,1.0,0.0
LOLTMNT03_235460,Red,1,PSG Talon,14872.0,19225.0,345.0,34865.0,1.0,1.0,0.0,0.0
LOLTMNT02_267818,Red,1,Gen.G,17160.0,20109.0,369.0,37392.0,1.0,1.0,1.0,1.0
LOLTMNT02_268769,Blue,1,KT Rolster,15651.0,19630.0,364.0,37215.0,1.0,0.0,0.0,1.0
LOLTMNT02_268811,Red,0,KT Rolster,14834.0,18770.0,340.0,31532.0,0.0,1.0,0.0,0.0
LOLTMNT02_269084,Blue,1,KT Rolster,15436.0,18649.0,351.0,34763.0,1.0,1.0,1.0,1.0
LOLTMNT06_121110,Blue,1,CTBC Flying Oyster,16035.0,20008.0,371.0,36435.0,1.0,1.0,0.0,1.0
LOLTMNT06_120115,Red,1,CTBC Flying Oyster,16370.0,19544.0,346.0,37445.0,0.0,1.0,1.0,1.0
LOLTMNT06_120185,Red,1,FlyQuest,15395.0,19542.0,354.0,34080.0,0.0,1.0,1.0,0.0
LOLTMNT06_120186,Red,1,FlyQuest,16506.0,19599.0,331.0,37996.0,1.0,1.0,1.0,1.0
LOLTMNT02_269294,Blue,1,Hanwha Life Esports,15239.0,19779.0,355.0,32737.0,1.0,1.0,1.0,0.0
LOLTMNT02_270047,Red,1,Hanwha Life Esports,15590.0,19468.0,359.0,33967.0,1.0,1.0,0.0,0.0
LOLTMNT02_269313,Blue,1,Gen.G,15598.0,19279.0,364.0,35510.0,1.0,0.0,0.0,1.0
LOLTMNT02_269313,Red,0,T1,15445.0,19722.0,352.0,33496.0,0.0,1.0,1.0,0.0
LOLTMNT02_270074,Blue,0,T1,15583.0,18826.0,351.0,32424.0,0.0,0.0,0.0,1.0
LOLTMNT02_270074,Red,1,Gen.G,15106.0,19206.0,351.0,33308.0,1.0,1.0,1.0,0.0
LOLTMNT06_120225,Red,0,PSG Talon,15172.0,19180.0,332.0,32848.0,0.0,1.0,0.0,0.0
LOLTMNT06_120232,Blue,1,PSG Talon,15829.0,19995.0,349.0,33902.0,1.0,0.0,1.0,0.0
LOLTMNT06_121211,Red,1,PSG Talon,16276.0,19758.0,357.0,34925.0,0.0,1.0,1.0,0.0
LOLTMNT06_121226,Red,0,Vivo Keyd Stars,15479.0,18987.0,363.0,33215.0,0.0,0.0,1.0,0.0
LOLTMNT06_121228,Blue,1,Vivo Keyd Stars,17073.0,19127.0,345.0,35797.0,0.0,1.0,1.0,1.0
LOLTMNT06_121232,Red,1,Vivo Keyd Stars,15931.0,18734.0,335.0,37841.0,1.0,0.0,0.0,1.0
LOLTMNT06_120302,Blue,1,100 Thieves,17760.0,20243.0,362.0,39143.0,1.0,1.0,1.0,1.0
LOLTMNT06_120304,Red,1,100 Thieves,16411.0,19372.0,317.0,37054.0,1.0,1.0,0.0,1.0
LOLTMNT03_241129,Blue,1,Gen.G,15439.0,18700.0,346.0,36836.0,1.0,0.0,0.0,1.0
LOLTMNT03_241129,Red,0,Hanwha Life Esports,16004.0,18987.0,350.0,33939.0,0.0,1.0,1.0,0.0
LOLTMNT03_241144,Blue,1,Hanwha Life Esports,17482.0,19246.0,357.0,35137.0,0.0,0.0,0.0,1.0
LOLTMNT03_241144,Red,0,Gen.G,16154.0,18974.0,348.0,35156.0,1.0,1.0,1.0,0.0
LOLTMNT03_241162,Blue,1,Gen.G,15639.0,18890.0,346.0,36941.0,1.0,1.0,1.0,1.0
LOLTMNT03_241162,Red,0,Hanwha Life Esports,14707.0,18217.0,328.0,30896.0,0.0,0.0,0.0,0.0
LOLTMNT03_241674,Blue,1,T1,17023.0,18592.0,310.0,38418.0,1.0,0.0,0.0,0.0
LOLTMNT03_242254,Red,1,T1,16383.0,18466.0,313.0,33457.0,0.0,1.0,0.0,1.0
LOLTMNT03_243096,Blue,1,Gen.G,16565.0,19589.0,346.0,39103.0,1.0,1.0,1.0,1.0
LOLTMNT03_242638,Red,1,Gen.G,15135.0,19062.0,334.0,32816.0,1.0,1.0,0.0,0.0
LOLTMNT03_243145,Red,1,KT Rolster,16421.0,19307.0,341.0,33997.0,0.0,0.0,1.0,1.0
LOLTMNT03_243166,Red,0,KT Rolster,15311.0,17472.0,318.0,31661.0,0.0,1.0,0.0,0.0
LOLTMNT03_242726,Blue,1,KT Rolster,15601.0,18038.0,326.0,35723.0,1.0,0.0,0.0,1.0
LOLTMNT03_242767,Blue,1,CTBC Flying Oyster,16824.0,19233.0,325.0,35975.0,1.0,1.0,1.0,1.0
LOLTMNT03_242801,Blue,1,CTBC Flying Oyster,16472.0,19819.0,335.0,36810.0,1.0,0.0,1.0,1.0
LOLTMNT03_244183,Blue,0,Hanwha Life Esports,16826.0,19135.0,353.0,33517.0,1.0,1.0,0.0,1.0
LOLTMNT03_243654,Blue,1,Hanwha Life Esports,15298.0,18656.0,338.0,36555.0,1.0,0.0,0.0,1.0
LOLTMNT03_243679,Blue,0,Hanwha Life Esports,16032.0,19954.0,376.0,34112.0,1.0,1.0,0.0,1.0
LOLTMNT03_244289,Red,1,T1,16239.0,19043.0,356.0,38692.0,1.0,0.0,0.0,1.0
LOLTMNT03_243757,Red,1,T1,15544.0,19813.0,349.0,33795.0,0.0,1.0,0.0,0.0
LOLTMNT03_244395,Red,1,PSG Talon,15663.0,18709.0,334.0,35349.0,1.0,1.0,1.0,1.0
LOLTMNT03_244421,Red,0,PSG Talon,15090.0,17674.0,328.0,31791.0,0.0,0.0,0.0,0.0
LOLTMNT03_243914,Blue,1,PSG Talon,15655.0,18165.0,313.0,34851.0,1.0,1.0,1.0,0.0
LOLTMNT06_121629,Blue,1,Fnatic,15490.0,18747.0,334.0,35583.0,1.0,1.0,1.0,1.0
LOLTMNT06_121629,Red,0,G2 Esports,15259.0,19223.0,356.0,31988.0,0.0,0.0,0.0,0.0
LOLTMNT06_120664,Blue,1,G2 Esports,16542.0,19042.0,315.0,35130.0,0.0,0.0,1.0,1.0
LOLTMNT06_120664,Red,0,Fnatic,16306.0,18445.0,318.0,35857.0,1.0,1.0,0.0,0.0
LOLTMNT06_121630,Blue,0,Fnatic,16227.0,18999.0,315.0,36413.0,1.0,0.0,1.0,1.0
LOLTMNT06_121630,Red,1,G2 Esports,14831.0,17594.0,321.0,33730.0,0.0,1.0,0.0,0.0
LOLTMNT06_121631,Blue,0,Fnatic,15172.0,18438.0,311.0,33998.0,0.0,1.0,1.0,0.0
LOLTMNT06_121631,Red,1,G2 Esports,16105.0,19414.0,339.0,32967.0,1.0,0.0,0.0,1.0
LOLTMNT03_244742,Blue,1,FlyQuest,15778.0,18697.0,326.0,35496.0,1.0,1.0,1.0,1.0
LOLTMNT03_245193,Red,1,FlyQuest,16244.0,18146.0,325.0,33799.0,0.0,1.0,0.0,1.0
LOLTMNT03_245211,Red,1,FlyQuest,15957.0,20194.0,368.0,32466.0,0.0,0.0,0.0,0.0
LOLTMNT03_244928,Red,0,KT Rolster,15920.0,17986.0,330.0,31499.0,0.0,0.0,1.0,0.0
LOLTMNT03_244951,Blue,1,KT Rolster,15086.0,17670.0,322.0,35175.0,1.0,1.0,1.0,1.0
LOLTMNT03_244968,Red,1,KT Rolster,15182.0,18028.0,330.0,34582.0,1.0,1.0,0.0,0.0
LOLTMNT03_246070,Blue,1,CTBC Flying Oyster,15832.0,18723.0,333.0,39712.0,1.0,1.0,1.0,1.0
LOLTMNT03_245545,Red,0,CTBC Flying Oyster,16800.0,19443.0,340.0,35130.0,0.0,0.0,0.0,0.0
LOLTMNT03_246112,Blue,1,CTBC Flying Oyster,15908.0,18429.0,333.0,35264.0,1.0,1.0,1.0,1.0
LOLTMNT06_120697,Red,1,Movistar KOI,15197.0,19336.0,345.0,32676.0,0.0,1.0,0.0,1.0
LOLTMNT06_121661,Red,0,Movistar KOI,15316.0,19186.0,344.0,30485.0,0.0,1.0,0.0,0.0
LOLTMNT03_245616,Blue,0,Vivo Keyd Stars,14769.0,18880.0,325.0,32382.0,0.0,0.0,0.0,0.0
LOLTMNT06_121662,Blue,1,Movistar KOI,17194.0,19416.0,337.0,37449.0,1.0,1.0,1.0,0.0
LOLTMNT03_246177,Red,0,Vivo Keyd Stars,14976.0,18435.0,333.0,30214.0,0.0,1.0,0.0,0.0
LOLTMNT06_120702,Red,0,Movistar KOI,17201.0,19346.0,342.0,34230.0,1.0,0.0,1.0,1.0
LOLTMNT03_246190,Red,0,Vivo Keyd Stars,16677.0,19479.0,328.0,33962.0,0.0,1.0,0.0,1.0
LOLTMNT06_121664,Blue,1,Movistar KOI,15381.0,19084.0,340.0,32600.0,0.0,0.0,0.0,1.0
LOLTMNT06_120738,Blue,0,Movistar KOI,16316.0,19391.0,347.0,32953.0,0.0,0.0,0.0,0.0
LOLTMNT06_120738,Red,1,G2 Esports,15748.0,18820.0,325.0,36436.0,1.0,1.0,1.0,1.0
LOLTMNT06_121704,Blue,0,Movistar KOI,15588.0,18589.0,348.0,30508.0,0.0,0.0,0.0,1.0
LOLTMNT06_121704,Red,1,G2 Esports,15581.0,19251.0,357.0,36736.0,1.0,1.0,1.0,0.0
LOLTMNT06_121705,Blue,1,Movistar KOI,15165.0,19117.0,337.0,32387.0,0.0,0.0,1.0,0.0
LOLTMNT06_121705,Red,0,G2 Esports,15026.0,17977.0,323.0,33705.0,1.0,1.0,0.0,1.0
LOLTMNT06_121707,Blue,1,G2 Esports,15244.0,18723.0,347.0,34705.0,1.0,0.0,1.0,1.0
LOLTMNT06_121707,Red,0,Movistar KOI,14712.0,17548.0,324.0,31605.0,0.0,1.0,0.0,0.0
LOLTMNT03_248249,Blue,0,T1,16161.0,19331.0,344.0,35237.0,1.0,0.0,0.0,1.0
LOLTMNT03_248249,Red,1,Hanwha Life Esports,15239.0,19230.0,335.0,34098.0,0.0,1.0,1.0,0.0
LOLTMNT03_250029,Blue,0,T1,15739.0,19073.0,343.0,32734.0,0.0,0.0,1.0,0.0
LOLTMNT03_250029,Red,1,Hanwha Life Esports,15997.0,19345.0,357.0,33629.0,1.0,1.0,0.0,1.0
LOLTMNT03_251520,Blue,0,KT Rolster,16627.0,19993.0,349.0,31491.0,0.0,0.0,0.0,0.0
LOLTMNT03_251520,Red,1,Gen.G,16029.0,19489.0,359.0,35870.0,1.0,1.0,1.0,1.0
LOLTMNT03_251552,Blue,1,KT Rolster,16552.0,18199.0,339.0,36528.0,1.0,1.0,0.0,1.0
LOLTMNT03_251552,Red,0,Gen.G,15151.0,17423.0,319.0,33666.0,0.0,0.0,1.0,0.0
LOLTMNT03_250721,Blue,1,Gen.G,15606.0,19695.0,357.0,31990.0,0.0,1.0,0.0,0.0
LOLTMNT03_250721,Red,0,KT Rolster,16424.0,19006.0,342.0,33649.0,1.0,0.0,1.0,1.0
LOLTMNT03_251983,Red,0,T1,16019.0,19217.0,361.0,34152.0,1.0,0.0,0.0,0.0
LOLTMNT03_251998,Blue,0,T1,15295.0,18483.0,322.0,35319.0,0.0,0.0,1.0,0.0
LOLTMNT03_252058,Blue,1,PSG Talon,14890.0,17434.0,303.0,33232.0,1.0,0.0,1.0,0.0
LOLTMNT03_253063,Red,1,PSG Talon,14774.0,17180.0,312.0,32363.0,0.0,0.0,1.0,0.0
LOLTMNT03_253463,Blue,1,KT Rolster,15089.0,18195.0,319.0,37401.0,1.0,1.0,1.0,1.0
LOLTMNT03_252517,Red,1,KT Rolster,15278.0,19165.0,348.0,33841.0,0.0,0.0,0.0,1.0
LOLTMNT03_252540,Red,1,Gen.G,15400.0,18227.0,335.0,34589.0,1.0,0.0,1.0,0.0
LOLTMNT03_253497,Red,1,Gen.G,16319.0,18660.0,313.0,39184.0,0.0,1.0,1.0,0.0
LOLTMNT03_252598,Blue,1,CTBC Flying Oyster,15482.0,19469.0,340.0,35170.0,1.0,1.0,0.0,1.0
LOLTMNT03_252638,Red,0,CTBC Flying Oyster,15310.0,19040.0,351.0,32679.0,0.0,1.0,0.0,1.0
LOLTMNT03_252661,Blue,1,CTBC Flying Oyster,15620.0,19273.0,338.0,37480.0,1.0,1.0,1.0,1.0
LOLTMNT03_252708,Red,1,PSG Talon,15049.0,19073.0,338.0,33115.0,0.0,0.0,0.0,0.0
LOLTMNT03_252741,Blue,1,PSG Talon,16002.0,18820.0,359.0,34402.0,1.0,1.0,0.0,1.0
LOLTMNT06_122265,Blue,1,Fnatic,17487.0,19252.0,330.0,37065.0,1.0,1.0,1.0,0.0
LOLTMNT06_122266,Red,1,Fnatic,15593.0,17764.0,320.0,33022.0,0.0,1.0,0.0,1.0
LOLTMNT06_123271,Red,0,Fnatic,15406.0,18102.0,324.0,33683.0,0.0,0.0,1.0,0.0
LOLTMNT06_122267,Blue,1,Fnatic,18200.0,20120.0,350.0,39146.0,1.0,1.0,1.0,0.0
LOLTMNT03_253707,Blue,1,Hanwha Life Esports,15022.0,19465.0,346.0,36450.0,1.0,0.0,1.0,0.0
LOLTMNT03_253709,Red,1,Hanwha Life Esports,16130.0,19085.0,340.0,38383.0,1.0,0.0,1.0,0.0
LOLTMNT03_252971,Blue,0,CTBC Flying Oyster,16423.0,18410.0,330.0,34641.0,1.0,1.0,1.0,0.0
LOLTMNT03_252971,Red,1,PSG Talon,15618.0,17513.0,332.0,33927.0,0.0,0.0,0.0,1.0
LOLTMNT03_252992,Blue,0,CTBC Flying Oyster,16019.0,18932.0,336.0,34905.0,1.0,0.0,1.0,1.0
LOLTMNT03_252992,Red,1,PSG Talon,15454.0,18858.0,342.0,35287.0,0.0,1.0,0.0,0.0
LOLTMNT03_254012,Blue,1,CTBC Flying Oyster,15881.0,18980.0,336.0,33005.0,0.0,0.0,0.0,1.0
LOLTMNT03_254012,Red,0,PSG Talon,17554.0,19215.0,346.0,39220.0,1.0,1.0,1.0,0.0
LOLTMNT03_254034,Blue,0,PSG Talon,14511.0,18085.0,308.0,32687.0,0.0,0.0,0.0,0.0
LOLTMNT03_254034,Red,1,CTBC Flying Oyster,15975.0,19894.0,349.0,37217.0,1.0,1.0,1.0,1.0
LOLTMNT03_254049,Blue,0,PSG Talon,15134.0,18529.0,332.0,33326.0,1.0,1.0,1.0,1.0
LOLTMNT03_254049,Red,1,CTBC Flying Oyster,14878.0,18409.0,330.0,34404.0,0.0,0.0,0.0,0.0
LOLTMNT01_245556,Blue,0,Vivo Keyd Stars,14712.0,17991.0,321.0,30316.0,0.0,0.0,1.0,0.0
LOLTMNT01_246503,Blue,1,Vivo Keyd Stars,14893.0,19143.0,328.0,32806.0,0.0,1.0,0.0,0.0
LOLTMNT01_246506,Blue,1,Vivo Keyd Stars,15428.0,18205.0,325.0,33633.0,0.0,0.0,0.0,1.0
LOLTMNT01_246518,Blue,1,Vivo Keyd Stars,17413.0,19433.0,331.0,39986.0,1.0,0.0,1.0,1.0
LOLTMNT01_245611,Blue,0,100 Thieves,16202.0,18998.0,360.0,36409.0,0.0,0.0,0.0,1.0
LOLTMNT01_245618,Blue,0,100 Thieves,15357.0,18683.0,340.0,32410.0,0.0,0.0,0.0,0.0
LOLTMNT01_245629,Red,0,100 Thieves,14627.0,18424.0,335.0,30567.0,0.0,1.0,0.0,0.0
LOLTMNT06_122364,Red,0,Fnatic,15683.0,19368.0,357.0,33325.0,1.0,0.0,0.0,1.0
LOLTMNT06_122365,Blue,0,Fnatic,16892.0,18624.0,341.0,32862.0,0.0,0.0,0.0,1.0
LOLTMNT06_122368,Blue,0,Fnatic,16450.0,19428.0,342.0,35847.0,0.0,0.0,1.0,1.0
LOLTMNT03_255081,Red,0,KT Rolster,14714.0,17980.0,331.0,31556.0,0.0,0.0,0.0,0.0
LOLTMNT03_255086,Blue,1,KT Rolster,15804.0,19304.0,360.0,35447.0,1.0,0.0,1.0,1.0
LOLTMNT03_254398,Red,1,KT Rolster,16072.0,18714.0,341.0,32531.0,1.0,0.0,0.0,1.0
LOLTMNT01_250089,Blue,1,KT Rolster,16817.0,19125.0,348.0,32848.0,0.0,0.0,0.0,0.0
LOLTMNT01_249121,Red,1,KT Rolster,15773.0,19369.0,335.0,35889.0,1.0,1.0,1.0,1.0
LOLTMNT01_249126,Red,1,KT Rolster,15980.0,20047.0,384.0,34773.0,0.0,1.0,1.0,0.0
LOLTMNT03_254659,Blue,1,PSG Talon,15951.0,19663.0,346.0,35013.0,1.0,0.0,0.0,1.0
LOLTMNT03_255429,Red,0,PSG Talon,15478.0,19677.0,360.0,32342.0,1.0,1.0,0.0,0.0
LOLTMNT03_255433,Blue,0,PSG Talon,15467.0,19397.0,347.0,31933.0,0.0,0.0,0.0,1.0
LOLTMNT03_254671,Blue,0,PSG Talon,15106.0,19142.0,343.0,31544.0,0.0,0.0,1.0,1.0
LOLTMNT06_122390,Blue,0,Movistar KOI,15950.0,18232.0,316.0,32207.0,0.0,0.0,0.0,0.0
LOLTMNT06_122394,Blue,1,Movistar KOI,15620.0,18539.0,317.0,32393.0,0.0,0.0,1.0,1.0
LOLTMNT01_249262,Red,0,Vivo Keyd Stars,15782.0,19445.0,345.0,32000.0,0.0,1.0,0.0,1.0
LOLTMNT06_123396,Red,1,Movistar KOI,17734.0,20277.0,349.0,35653.0,1.0,0.0,0.0,1.0
LOLTMNT01_249286,Blue,0,Vivo Keyd Stars,14760.0,18908.0,332.0,31317.0,0.0,0.0,0.0,0.0
LOLTMNT06_122396,Red,0,Movistar KOI,15392.0,18416.0,332.0,31183.0,0.0,0.0,0.0,0.0
LOLTMNT01_249315,Blue,0,Vivo Keyd Stars,16303.0,18898.0,308.0,33194.0,0.0,0.0,0.0,1.0
LOLTMNT06_123397,Blue,1,Movistar KOI,15901.0,18393.0,329.0,34656.0,0.0,0.0,0.0,0.0
LOLTMNT01_249362,Blue,1,FlyQuest,16604.0,19669.0,332.0,35857.0,0.0,0.0,1.0,1.0
LOLTMNT01_249384,Red,1,FlyQuest,15830.0,19113.0,347.0,33437.0,1.0,1.0,0.0,1.0
